address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
Studiestræde 66560 Sommersted,sted,275.000,04-05-2017,Andet,3.089,4,Villa,89,1911,,Aktuel værdi
Kastvråvej 146560 Sommersted,sted,125.000,18-04-2017,Alm. Salg,657,5,Villa,190,1850,,Aktuel værdi
Damager 36560 Sommersted,sted,1.225.000,10-04-2017,Alm. Salg,6.843,5,Villa,179,1984,-9 %,Aktuel værdi
Sølvgade 96560 Sommersted,sted,495.000,21-03-2017,Alm. Salg,3.561,4,Villa,139,1958,0 %,Aktuel værdi
Storegade 25A6560 Sommersted,sted,1.700.000,06-02-2017,Alm. Salg,16.190,4,Villa,105,1963,,Aktuel værdi
Ingeniørvej 66560 Sommersted,sted,555.000,01-02-2017,Andet,5.336,8,BygningTilLager,104,1969,,Aktuel værdi
Mosebjergvej 26560 Sommersted,sted,585.000,27-01-2017,Alm. Salg,5.086,4,Villa,115,1978,-9 %,Aktuel værdi
Bakkevej 96560 Sommersted,sted,585.000,13-01-2017,Alm. Salg,4.642,3,Villa,126,1975,-16 %,Aktuel værdi
Sommerstedvej 96560 Sommersted,sted,660.000,12-01-2017,Alm. Salg,5.409,3,Villa,122,1950,-5 %,Aktuel værdi
Prinsensvej 16560 Sommersted,sted,2.440.000,31-12-2016,Alm. Salg,9.878,7,Stuehus,247,1992,,
Damager 156560 Sommersted,sted,547.000,22-12-2016,Alm. Salg,3.772,5,Villa,145,1827,-6 %,Aktuel værdi
Slotsvej 36560 Sommersted,sted,1.450.000,22-12-2016,Alm. Salg,7.004,6,Villa,207,1926,,Aktuel værdi
Sølvgade 196560 Sommersted,sted,1.290.000,21-12-2016,Alm. Salg,8.012,5,Villa,161,1926,-8 %,Aktuel værdi
Tovskovvej 756560 Sommersted,sted,400.000,20-12-2016,Alm. Salg,2.649,6,Villa,151,1880,,Aktuel værdi
Damvej 46560 Sommersted,sted,140.000,15-12-2016,Auktion,804,7,Villa,174,1910,,Aktuel værdi
Mejerivej 76560 Sommersted,sted,9.325.000,14-12-2016,Alm. Salg,35.321,8,Stuehus,264,1875,,
Lertevej 146560 Sommersted,sted,240.000,13-12-2016,Alm. Salg,3.692,4,Villa,65,1952,-4 %,Aktuel værdi
Slotsvej 16560 Sommersted,sted,255.000,25-11-2016,Fam. Salg,2.550,3,Villa,100,1907,,Aktuel værdi
Storegade 1116560 Sommersted,sted,700.000,21-10-2016,Alm. Salg,5.000,6,Stuehus,140,1890,-10 %,
Studiestræde 16560 Sommersted,sted,1.000.000,19-10-2016,Fam. Salg,3.144,9,Villa,318,1900,,Aktuel værdi
Damvej 116560 Sommersted,sted,630.000,04-10-2016,Alm. Salg,6.057,4,Villa,104,1962,-5 %,Aktuel værdi
Storegade 1006560 Sommersted,sted,85.000,30-09-2016,Alm. Salg,867,3,Villa,98,1953,,Aktuel værdi
Kastvråvej 16560 Sommersted,sted,1.250.000,15-09-2016,Alm. Salg,6.410,7,Villa,195,1924,-10 %,Aktuel værdi
