address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
Borgergade 777270 Stakroge,roge,250.000,13-12-2016,Alm. Salg,896,9,Villa,279,1968,0 %,Aktuel værdi
Engebækvej 367270 Stakroge,roge,365.526,01-10-2016,Fam. Salg,2.313,5,Villa,158,1952,-52 %,Aktuel værdi
Sandetvej 227270 Stakroge,roge,1.045.000,11-09-2016,Alm. Salg,7.464,5,Stuehus,140,1975,0 %,
Borgergade 477270 Stakroge,roge,145.000,25-05-2016,Alm. Salg,1.021,4,Anden beboelse,142,1925,,Aktuel værdi
Engebækvej 20A7270 Stakroge,roge,675.000,15-04-2016,Alm. Salg,5.075,5,Villa,133,1977,-3 %,Aktuel værdi
Engebækvej 557270 Stakroge,roge,450.000,31-03-2016,Alm. Salg,3.600,4,Villa,125,2007,-18 %,Aktuel værdi
Engebækvej 267270 Stakroge,roge,550.000,08-02-2016,Alm. Salg,2.925,6,Villa,188,1968,,Aktuel værdi
Herningvej 87270 Stakroge,roge,4.046.528,01-02-2016,Andet,40.064,4,Villa,101,1950,,Aktuel værdi
Borgergade 27270 Stakroge,roge,11.000,08-01-2016,Auktion,111,3,Villa,99,1930,,Aktuel værdi
Timlundvej 37270 Stakroge,roge,30.000,01-09-2015,Alm. Salg,265,5,Villa,113,1957,,Aktuel værdi
Høglundvej 27270 Stakroge,roge,500.000,01-05-2015,Andet,3.333,4,Villa,150,1991,,Aktuel værdi
Borgergade 617270 Stakroge,roge,100.000,27-04-2015,Alm. Salg,1.428,4,Villa,70,1959,,Aktuel værdi
Timlundvej 417270 Stakroge,roge,3.025.000,24-04-2015,Alm. Salg,24.395,4,Stuehus,124,1905,,
Herningvej 237270 Stakroge,roge,1.385.000,27-03-2015,Alm. Salg,4.382,8,Villa,316,1890,-7 %,Aktuel værdi
Engebækvej 147270 Stakroge,roge,360.000,20-03-2015,Alm. Salg,6.000,3,Villa,60,1951,,Aktuel værdi
Engebækvej 117270 Stakroge,roge,260.000,25-02-2015,Alm. Salg,2.385,4,Villa,109,1966,-2 %,Aktuel værdi
Ilderhedevej 137270 Stakroge,roge,1.550.000,17-01-2015,Alm. Salg,9.337,5,Stuehus,166,2015,,
Borgergade 347270 Stakroge,roge,175.000,16-09-2014,Alm. Salg,2.573,4,Villa,68,1925,,Aktuel værdi
Sandetvej 187270 Stakroge,roge,625.000,19-06-2014,Alm. Salg,4.194,6,Stuehus,149,1923,0 %,
Vinkelvej 27270 Stakroge,roge,237.000,05-03-2014,Alm. Salg,1.481,6,Villa,160,1930,,Aktuel værdi
Stationsvej 17270 Stakroge,roge,385.000,04-03-2014,Alm. Salg,2.333,5,Villa,165,1977,0 %,Aktuel værdi
Ilderhedevej 17270 Stakroge,roge,3.886.000,15-02-2014,Alm. Salg,24.594,5,Villa,158,1907,,Aktuel værdi
Ilderhede Kirkevej 37270 Stakroge,roge,4.150.000,11-02-2014,Alm. Salg,23.314,7,Stuehus,178,1969,108 %,
