address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
Mågevej 15370 Mesinge,inge,440.000,03-05-2017,Alm. Salg,8.461,2,Sommerhus,52,1947,,Aktuel værdi
Lunden 215370 Mesinge,inge,1.187.500,30-03-2017,Alm. Salg,14.843,4,Sommerhus,80,1967,-8 %,Aktuel værdi
Midskovvej 1915370 Mesinge,inge,4.100.000,16-03-2017,Alm. Salg,15.769,7,Stuehus,260,1877,,
Lunden 315370 Mesinge,inge,875.000,09-02-2017,Alm. Salg,16.826,3,Sommerhus,52,1995,-12 %,Aktuel værdi
Fuglesangvej 15370 Mesinge,inge,420.000,01-02-2017,Fam. Salg,10.500,1,Sommerhus,40,1967,,Aktuel værdi
Søndre Skovgyde 2635370 Mesinge,inge,3.357.500,22-11-2016,Fam. Salg,27.747,4,Stuehus,121,1909,,
Hindsholmvej 4505370 Mesinge,inge,577.781,08-09-2016,Fam. Salg,4.697,5,Villa,123,1949,,Aktuel værdi
Tavlundsvænget 155370 Mesinge,inge,1.050.000,02-09-2016,Alm. Salg,7.291,4,Villa,144,1974,,Aktuel værdi
Lunden 295370 Mesinge,inge,1.575.000,23-08-2016,Alm. Salg,24.230,3,Sommerhus,65,1974,-10 %,Aktuel værdi
Salby Bygade 225370 Mesinge,inge,835.000,22-06-2016,Alm. Salg,5.030,4,Villa,166,1979,-5 %,Aktuel værdi
Tårup Bygade 315370 Mesinge,inge,479.575,07-06-2016,Fam. Salg,3.450,5,Villa,139,1911,,Aktuel værdi
Midskovvej 1115370 Mesinge,inge,2.000.000,20-05-2016,Alm. Salg,6.666,4,Stuehus,300,1927,,
Salby Bygade 605370 Mesinge,inge,700.000,13-05-2016,Alm. Salg,6.363,4,Villa,110,1914,-12 %,Aktuel værdi
Mågevej 255370 Mesinge,inge,475.000,26-04-2016,Alm. Salg,7.916,3,Sommerhus,60,1942,,Aktuel værdi
Tårup Bygade 345370 Mesinge,inge,2.380.000,14-04-2016,Fam. Salg,18.593,3,Stuehus,128,1880,,
Plantagevej 95370 Mesinge,inge,1.562.500,25-03-2016,Alm. Salg,10.702,7,Villa,146,1902,-7 %,Aktuel værdi
Salby Bygade 585370 Mesinge,inge,4.500.000,14-03-2016,Alm. Salg,23.684,9,Stuehus,190,1600,,
Esterhøjvej 235370 Mesinge,inge,820.000,08-03-2016,Auktion,5.985,5,Villa,137,1973,-18 %,Aktuel værdi
Søndre Skovgyde 1395370 Mesinge,inge,1.000.000,24-11-2015,Alm. Salg,8.474,3,Villa,118,1892,-9 %,Aktuel værdi
Nordre Skovvænge 955370 Mesinge,inge,1.414.700,20-11-2015,Fam. Salg,18.372,3,Sommerhus,77,1960,,Aktuel værdi
Nordre Skovgyde 2025370 Mesinge,inge,1.550.000,14-11-2015,Alm. Salg,10.763,5,Stuehus,144,1875,-3 %,
Mågevej 975370 Mesinge,inge,1.000.000,10-11-2015,Alm. Salg,34.482,2,Sommerhus,29,1952,,Aktuel værdi
Nordre Skovgyde 1455370 Mesinge,inge,30.925.000,27-10-2015,Alm. Salg,77.312,7,Stuehus,400,1868,,
Madehøjvej 195370 Mesinge,inge,977.500,26-10-2015,Fam. Salg,11.920,4,Sommerhus,82,1972,,Aktuel værdi
Søndre Skovpark 85370 Mesinge,inge,700.000,25-10-2015,Alm. Salg,12.500,2,Sommerhus,56,1975,-7 %,Aktuel værdi
Mesinge Bygade 47A5370 Mesinge,inge,1.495.000,13-10-2015,Alm. Salg,7.328,7,Villa,204,1897,0 %,Aktuel værdi
Nordre Skovgyde 605370 Mesinge,inge,920.000,24-09-2015,Andet,5.082,5,Villa,181,1890,,Aktuel værdi
Nordre Skovgyde 175370 Mesinge,inge,650.000,15-09-2015,Auktion,6.500,4,Villa,100,1955,-18 %,Aktuel værdi
Madekrogsvej 35370 Mesinge,inge,1.375.000,03-09-2015,Alm. Salg,24.122,3,Sommerhus,57,1996,,Aktuel værdi
Salby Bygade 345370 Mesinge,inge,890.000,24-07-2015,Alm. Salg,7.416,1,Villa,120,1880,-9 %,Aktuel værdi
Mamrelund 675370 Mesinge,inge,550.000,10-06-2015,Fam. Salg,4.910,4,Villa,112,1965,,Aktuel værdi
Mågevej 355370 Mesinge,inge,500.000,04-06-2015,Fam. Salg,7.142,3,Sommerhus,70,1950,,Aktuel værdi
Mesinge Mark 455370 Mesinge,inge,1.470.000,26-05-2015,Alm. Salg,10.729,4,Villa,137,2007,-2 %,Aktuel værdi
Krogen 65370 Mesinge,inge,1.995.000,27-04-2015,Alm. Salg,8.243,7,Stuehus,242,1902,0 %,
Tårup Bygade 305370 Mesinge,inge,1.400.000,08-02-2015,Alm. Salg,7.142,8,Villa,196,1897,-6 %,Aktuel værdi
Søndre Skovpark 115370 Mesinge,inge,1.050.000,30-01-2015,Alm. Salg,19.444,3,Sommerhus,54,1968,,Aktuel værdi
Søndre Skovvænge 155370 Mesinge,inge,2.300.000,30-12-2014,Alm. Salg,9.623,6,Villa,239,1991,,Aktuel værdi
Søndre Skovgyde 675370 Mesinge,inge,1.322.500,02-12-2014,Alm. Salg,9.184,5,Villa,144,1880,,Aktuel værdi
Lille Salbyvej 245370 Mesinge,inge,1.550.000,17-11-2014,Alm. Salg,12.500,5,Stuehus,124,1870,,
Søndre Skovpark 65370 Mesinge,inge,1.230.000,07-11-2014,Alm. Salg,23.207,2,Sommerhus,53,1969,-8 %,Aktuel værdi
Søndre Skovpark 175370 Mesinge,inge,875.000,25-08-2014,Alm. Salg,28.225,2,Sommerhus,31,1952,,Aktuel værdi
Lunden 41B5370 Mesinge,inge,1.150.000,05-08-2014,Alm. Salg,12.500,4,Sommerhus,92,1999,,Aktuel værdi
Krogen 25370 Mesinge,inge,575.000,27-07-2014,Alm. Salg,3.709,6,Villa,155,1897,-12 %,Aktuel værdi
Lille Salbyvej 1525370 Mesinge,inge,937.991,06-07-2014,Andet,4.989,5,Villa,188,1949,,Aktuel værdi
Mesinge Bygade 145370 Mesinge,inge,830.000,15-05-2014,Alm. Salg,6.587,4,Villa,126,1979,-21 %,Aktuel værdi
Engvej 15370 Mesinge,inge,310.000,15-05-2014,Alm. Salg,7.209,4,Sommerhus,43,1962,,Aktuel værdi
Søndre Skovpark 105370 Mesinge,inge,350.000,13-05-2014,Alm. Salg,18.421,1,Sommerhus,19,1967,-29 %,Aktuel værdi
Salby Bygade 135370 Mesinge,inge,300.000,30-04-2014,Alm. Salg,3.571,3,Villa,84,1950,,Aktuel værdi
