address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
Harres 556261 Bredebro,ebro,1.500.000,01-05-2017,Alm. Salg,11.029,5,Stuehus,136,1939,,
Sct Hansvej 166261 Bredebro,ebro,800.000,01-05-2017,Alm. Salg,6.504,4,Villa,123,1977,,Aktuel værdi
Byvej 356261 Bredebro,ebro,750.000,24-03-2017,Alm. Salg,4.261,5,Villa,176,1905,-12 %,Aktuel værdi
Midsommervej 896261 Bredebro,ebro,825.000,20-03-2017,Alm. Salg,3.985,7,Villa,207,1978,-15 %,Aktuel værdi
Munketoft 66261 Bredebro,ebro,600.000,19-03-2017,Alm. Salg,3.750,5,Villa,160,1934,,Aktuel værdi
Strandvej 66261 Bredebro,ebro,736.730,16-03-2017,Fam. Salg,3.007,7,Villa,245,1902,,Aktuel værdi
Harres 476261 Bredebro,ebro,1.200.000,06-03-2017,Alm. Salg,10.434,4,Stuehus,115,1938,,
Randerup Østermark 36261 Bredebro,ebro,406.284,01-03-2017,Andet,3.149,5,Villa,129,1960,,Aktuel værdi
Møllevej 26261 Bredebro,ebro,135.000,01-03-2017,Alm. Salg,608,5,Villa,222,1899,,Aktuel værdi
Skomagergade 56261 Bredebro,ebro,305.000,01-02-2017,Alm. Salg,3.812,4,Villa,80,1877,0 %,Aktuel værdi
Kummerlev 176261 Bredebro,ebro,3.452.500,31-01-2017,Fam. Salg,21.578,8,Stuehus,160,1972,,
Vollum Østermark 106261 Bredebro,ebro,4.348.000,25-01-2017,Alm. Salg,33.446,5,Stuehus,130,1938,,
Borg 756261 Bredebro,ebro,500.000,23-01-2017,Alm. Salg,4.000,4,Stuehus,125,1939,,
Trælborgvej 126261 Bredebro,ebro,250.000,20-01-2017,Alm. Salg,2.525,3,Villa,99,1963,-16 %,Aktuel værdi
Møllebakken 66261 Bredebro,ebro,525.000,18-01-2017,Alm. Salg,5.048,3,Villa,104,1964,,Aktuel værdi
Nr Vollum 106261 Bredebro,ebro,50.000,17-01-2017,Alm. Salg,357,5,Villa,140,1914,,Aktuel værdi
Borg 456261 Bredebro,ebro,263.500,26-12-2016,Fam. Salg,3.063,3,Villa,86,1877,,Aktuel værdi
Strandvej 36261 Bredebro,ebro,405.000,22-12-2016,Alm. Salg,9.418,2,Villa,43,2004,-19 %,Aktuel værdi
Nr Vollum 246261 Bredebro,ebro,14.758.000,19-12-2016,Alm. Salg,88.903,5,Stuehus,166,1983,,
Harknagvej 176261 Bredebro,ebro,25.000,14-12-2016,Andet,352,2,Villa,71,1770,-87 %,Aktuel værdi
Harknagvej 186261 Bredebro,ebro,600.000,09-12-2016,Alm. Salg,2.298,8,Villa,261,1859,-20 %,Aktuel værdi
Krovej 176261 Bredebro,ebro,1.300.000,02-12-2016,Alm. Salg,7.027,6,Villa,185,1980,,Aktuel værdi
Aaspe 206261 Bredebro,ebro,3.300.000,01-12-2016,Alm. Salg,10.216,12,Stuehus,323,1914,,
Nygade 76261 Bredebro,ebro,230.000,29-11-2016,Alm. Salg,2.371,6,Villa,97,1926,-23 %,Aktuel værdi
Borgvej 1B6261 Bredebro,ebro,590.000,14-11-2016,Alm. Salg,6.781,5,Villa,87,1954,,Aktuel værdi
Høybergvej 126261 Bredebro,ebro,20.719,11-11-2016,Alm. Salg,246,3,Villa,84,1775,,Aktuel værdi
Nørhus 56261 Bredebro,ebro,217.000,11-11-2016,Alm. Salg,1.205,6,Stuehus,180,1889,,
Kystvej 376261 Bredebro,ebro,2.800.000,10-11-2016,Alm. Salg,45.901,4,"Ferie, andet",61,1994,,Aktuel værdi
Harres 186261 Bredebro,ebro,135.000,12-10-2016,Alm. Salg,665,8,Stuehus,203,1933,,
Harres 396261 Bredebro,ebro,215.000,12-10-2016,Alm. Salg,1.207,7,Stuehus,178,1907,,
Munketoft 46261 Bredebro,ebro,350.000,12-10-2016,Alm. Salg,2.916,5,Villa,120,1964,,Aktuel værdi
