address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
Majsmarken 56950 Ringkøbing,bing,2.475.000,24-05-2017,Alm. Salg,12.192,6,Villa,203,2008,-5 %,Aktuel værdi
Nordlysvej 156950 Ringkøbing,bing,575.000,24-05-2017,Alm. Salg,5.227,6,Sommerhus,110,1972,,Aktuel værdi
Bildtsvej 116950 Ringkøbing,bing,1.475.000,22-05-2017,Alm. Salg,7.195,7,Rækkehus,205,1909,-13 %,Aktuel værdi
Fyrrealle 86950 Ringkøbing,bing,820.000,18-05-2017,Alm. Salg,10.789,4,Sommerhus,76,1979,,Aktuel værdi
N J Fjordsvej 126950 Ringkøbing,bing,275.000,17-05-2017,Alm. Salg,2.500,3,Villa,110,1870,,Aktuel værdi
Lodbergsvej 656950 Ringkøbing,bing,2.740.000,15-05-2017,Alm. Salg,33.414,3,Sommerhus,82,1923,-2 %,Aktuel værdi
Frans Julius Vej 476950 Ringkøbing,bing,910.000,15-05-2017,Fam. Salg,8.125,6,Sommerhus,112,1985,,Aktuel værdi
Plantagevej 516950 Ringkøbing,bing,3.000.000,15-05-2017,Alm. Salg,40.000,4,Sommerhus,75,1946,,Aktuel værdi
Klægdalen 466950 Ringkøbing,bing,1.445.000,11-05-2017,Alm. Salg,28.900,3,Sommerhus,50,1960,,Aktuel værdi
Risbjergvej 746950 Ringkøbing,bing,1.450.000,09-05-2017,Alm. Salg,16.477,5,Sommerhus,88,2001,-3 %,Aktuel værdi
Nordsøvej 2446950 Ringkøbing,bing,516.666,09-05-2017,Alm. Salg,6.981,3,Sommerhus,74,1984,,Aktuel værdi
Holdvej 306950 Ringkøbing,bing,2.255.000,05-05-2017,Alm. Salg,30.066,4,Sommerhus,75,1972,-4 %,Aktuel værdi
Kirkevej 26950 Ringkøbing,bing,2.500.000,04-05-2017,Alm. Salg,12.500,5,Villa,200,1912,-3 %,Aktuel værdi
"Chr Husteds Vej 2, 2. TV6950 Ringkøbing",bing,1.070.000,01-05-2017,Alm. Salg,10.288,4,Lejlighed,104,1910,-10 %,Aktuel værdi
Fladsbjergvej 556950 Ringkøbing,bing,1.450.000,30-04-2017,Alm. Salg,15.104,5,Sommerhus,96,1986,-3 %,Aktuel værdi
Klitrosevej 206950 Ringkøbing,bing,1.675.000,30-04-2017,Alm. Salg,8.292,6,Sommerhus,202,1993,-7 %,Aktuel værdi
Rørsangervej 96950 Ringkøbing,bing,519.500,29-04-2017,Fam. Salg,5.586,6,Sommerhus,93,1974,,Aktuel værdi
