address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
Vester Nebelvej 106040 Egtved,tved,553.371,24-05-2017,Alm. Salg,4.256,5,Villa,130,1907,,Aktuel værdi
Linde Alle 266040 Egtved,tved,488.594,23-05-2017,Andet,2.874,6,Villa,170,1983,,Aktuel værdi
Parkvej 296040 Egtved,tved,1.600.000,04-05-2017,Alm. Salg,9.580,6,Villa,167,1959,-6 %,Aktuel værdi
Jordrupvej 116040 Egtved,tved,2.695.000,01-05-2017,Alm. Salg,16.041,6,Stuehus,168,1902,0 %,
Rønne Alle 36040 Egtved,tved,1.895.000,01-05-2017,Alm. Salg,11.347,5,Villa,167,1973,,Aktuel værdi
Præstevænget 46040 Egtved,tved,742.000,01-05-2017,Alm. Salg,6.508,6,Villa,114,1950,-17 %,Aktuel værdi
Ådalsvej 86040 Egtved,tved,925.000,28-04-2017,Alm. Salg,7.115,4,Villa,130,1917,-5 %,Aktuel værdi
Syrenhaven 136040 Egtved,tved,1.850.000,24-04-2017,Alm. Salg,10.277,6,Villa,180,2000,-2 %,Aktuel værdi
Ørvigvej 786040 Egtved,tved,1.560.000,24-04-2017,Alm. Salg,11.555,4,Villa,135,1972,-2 %,Aktuel værdi
Jordrupvej 16040 Egtved,tved,1.300.000,19-04-2017,Alm. Salg,7.975,5,Villa,163,1777,-13 %,Aktuel værdi
Koldingvej 546040 Egtved,tved,650.000,18-04-2017,Alm. Salg,7.738,3,Villa,84,1925,,Aktuel værdi
Bramdrupvej 786040 Egtved,tved,947.500,10-04-2017,Alm. Salg,4.211,8,Villa,225,1908,,Aktuel værdi
Toften 146040 Egtved,tved,550.000,09-04-2017,Fam. Salg,3.819,4,Villa,144,1974,-58 %,Aktuel værdi
Donsvej 236040 Egtved,tved,410.000,04-04-2017,Alm. Salg,3.980,3,Villa,103,1963,-16 %,Aktuel værdi
Dalgade 306040 Egtved,tved,325.000,03-04-2017,Alm. Salg,2.519,5,Villa,129,1908,-18 %,Aktuel værdi
Elme Alle 136040 Egtved,tved,696.500,31-03-2017,Andet,4.939,5,Villa,141,1969,,Aktuel værdi
Rosenhaven 96040 Egtved,tved,1.298.000,27-03-2017,Alm. Salg,6.490,7,Villa,200,1978,0 %,Aktuel værdi
Ågårdvej 136040 Egtved,tved,1.550.000,16-03-2017,Alm. Salg,9.509,6,Villa,163,1934,-3 %,Aktuel værdi
Bavnehøj 826040 Egtved,tved,1.800.000,13-03-2017,Alm. Salg,13.636,4,Villa,132,1986,,Aktuel værdi
Bakkedraget 856040 Egtved,tved,2.712.000,10-03-2017,Alm. Salg,18.201,5,Villa,149,2007,5 %,Aktuel værdi
Toften 26040 Egtved,tved,650.000,28-02-2017,Alm. Salg,5.803,4,Villa,112,1974,-6 %,Aktuel værdi
Frydsvej 166040 Egtved,tved,790.000,17-02-2017,Alm. Salg,6.124,3,Villa,129,1973,-1 %,Aktuel værdi
Verstvej 426040 Egtved,tved,1.425.000,11-02-2017,Alm. Salg,8.906,5,Villa,160,1917,-5 %,Aktuel værdi
Egelandvej 226040 Egtved,tved,11.432.637,08-02-2017,Fam. Salg,25.983,7,Stuehus,440,1873,,
Bakkedraget 136040 Egtved,tved,1.530.000,23-01-2017,Alm. Salg,14.036,4,Rækkehus,109,2007,-1 %,Aktuel værdi
Trannisvej 96040 Egtved,tved,750.000,17-01-2017,Alm. Salg,6.696,4,Villa,112,1965,-6 %,Aktuel værdi
Egtvedvej 1016040 Egtved,tved,317.000,05-01-2017,Andet,2.805,5,Villa,113,1907,-60 %,Aktuel værdi
Oustrupvej 196040 Egtved,tved,192.000,21-12-2016,Alm. Salg,914,7,Stuehus,210,1872,,
Frydsvej 206040 Egtved,tved,650.000,15-12-2016,Alm. Salg,8.125,3,Villa,80,1959,-6 %,Aktuel værdi
Donsvej 476040 Egtved,tved,1.445.000,09-12-2016,Alm. Salg,11.844,3,Villa,122,1976,-6 %,Aktuel værdi
Parkvej 36040 Egtved,tved,725.000,06-12-2016,Fam. Salg,6.250,3,Villa,116,1967,,Aktuel værdi
Donsvej 656040 Egtved,tved,600.000,28-11-2016,Alm. Salg,6.185,3,Villa,97,1960,-8 %,Aktuel værdi
Aftensang 20D6040 Egtved,tved,1.200.000,27-11-2016,Alm. Salg,5.555,5,Villa,216,1971,-7 %,Aktuel værdi
Borlevvej 506040 Egtved,tved,2.295.000,19-11-2016,Alm. Salg,13.660,5,Villa,168,1900,0 %,Aktuel værdi
Kirkevej 30A6040 Egtved,tved,1.025.000,17-11-2016,Alm. Salg,12.058,4,Villa,85,1990,,Aktuel værdi
Bramdrupvej 156040 Egtved,tved,958.141,16-11-2016,Fam. Salg,5.352,6,Villa,179,1928,-52 %,Aktuel værdi
Hvedevænget 36040 Egtved,tved,435.000,14-11-2016,Alm. Salg,3.152,4,Villa,138,1977,,Aktuel værdi
Bakkedraget 896040 Egtved,tved,2.475.000,04-11-2016,Alm. Salg,15.664,6,Villa,158,2007,-5 %,Aktuel værdi
Præstevænget 126040 Egtved,tved,550.000,31-10-2016,Alm. Salg,6.547,4,Villa,84,1954,,Aktuel værdi
Egtvedvej 206040 Egtved,tved,1.550.000,28-10-2016,Alm. Salg,7.989,5,Stuehus,194,1902,-9 %,
Doritshave 216040 Egtved,tved,1.350.000,20-10-2016,Alm. Salg,8.598,5,Villa,157,1976,0 %,Aktuel værdi
Havrevænget 196040 Egtved,tved,1.620.000,20-10-2016,Alm. Salg,9.364,6,Villa,173,1973,-2 %,Aktuel værdi
Sognefogedvej 166040 Egtved,tved,1.192.500,12-10-2016,Fam. Salg,6.662,5,Villa,179,2008,,Aktuel værdi
Krohaven 76040 Egtved,tved,975.000,07-10-2016,Alm. Salg,11.746,3,Rækkehus,83,1997,-8 %,Aktuel værdi
Åglimt 276040 Egtved,tved,765.000,03-10-2016,Alm. Salg,6.710,5,Villa,114,1966,0 %,Aktuel værdi
Æblehaven 216040 Egtved,tved,802.789,21-09-2016,Andet,5.859,4,Villa,137,1994,,Aktuel værdi
Koldingvej 896040 Egtved,tved,2.200.000,16-09-2016,Alm. Salg,9.777,6,Stuehus,225,1900,-12 %,
Koldingvej 746040 Egtved,tved,1.062.500,15-09-2016,Alm. Salg,9.081,3,Stuehus,117,1921,-11 %,
Borlevvej 296040 Egtved,tved,501.782,15-09-2016,Alm. Salg,3.636,5,Stuehus,138,1924,,
Søndergade 616040 Egtved,tved,535.000,07-09-2016,Alm. Salg,6.604,3,Villa,81,1926,-10 %,Aktuel værdi
Hovedvejen 1936040 Egtved,tved,900.000,30-08-2016,Alm. Salg,5.202,7,Villa,173,1947,,Aktuel værdi
Egelandvej 586040 Egtved,tved,3.349.000,28-08-2016,Alm. Salg,23.584,7,Stuehus,142,1877,,
Runddelen 166040 Egtved,tved,495.000,25-08-2016,Auktion,2.661,7,Villa,186,1900,-23 %,Aktuel værdi
Sandholmvej 16040 Egtved,tved,8.049.360,23-08-2016,Andet,85.631,3,Rækkehus,94,2007,,Aktuel værdi
Egtvedvej 276040 Egtved,tved,1.270.000,16-08-2016,Alm. Salg,6.381,5,Stuehus,199,1905,-2 %,
Tybovej 1A6040 Egtved,tved,1.295.000,15-08-2016,Alm. Salg,8.750,5,Villa,148,1975,0 %,Aktuel værdi
Brakkervej 136040 Egtved,tved,1.350.000,10-08-2016,Fam. Salg,9.782,4,Villa,138,1877,,Aktuel værdi
Hørvænget 36040 Egtved,tved,960.000,10-08-2016,Alm. Salg,8.495,4,Villa,113,1979,-4 %,Aktuel værdi
Frydsvej 66040 Egtved,tved,1.300.000,02-08-2016,Alm. Salg,9.090,5,Villa,143,1978,0 %,Aktuel værdi
Spurvevej 166040 Egtved,tved,3.475.000,28-07-2016,Alm. Salg,16.469,7,Villa,211,2011,-1 %,Aktuel værdi
Bakkedraget 756040 Egtved,tved,1.325.000,08-07-2016,Alm. Salg,7.085,6,Villa,187,2008,,Aktuel værdi
Silkevænget 106040 Egtved,tved,500.000,01-07-2016,Fam. Salg,2.958,4,Villa,169,2003,,Aktuel værdi
Hvidegårdsvej 86040 Egtved,tved,425.000,30-06-2016,Alm. Salg,3.035,4,Villa,140,2017,,Aktuel værdi
Koldingvej 60A6040 Egtved,tved,1.880.000,25-06-2016,Fam. Salg,12.207,4,Villa,154,1973,,Aktuel værdi
Bygvænget 126040 Egtved,tved,1.050.000,25-06-2016,Alm. Salg,8.076,4,Villa,130,1974,-4 %,Aktuel værdi
Musvitvej 86040 Egtved,tved,627.473,21-06-2016,Alm. Salg,3.337,6,Villa,188,1969,,Aktuel værdi
Bakkedraget 226040 Egtved,tved,2.295.000,21-06-2016,Alm. Salg,14.617,4,Villa,157,2004,0 %,Aktuel værdi
Vestergade 496040 Egtved,tved,700.000,20-06-2016,Fam. Salg,2.671,6,Villa,262,1915,-22 %,Aktuel værdi
Elkærholmparken 446040 Egtved,tved,417.862,20-06-2016,Alm. Salg,2.502,5,Villa,167,2016,,Aktuel værdi
Hjelmdrupvej 36040 Egtved,tved,1.380.000,17-06-2016,Alm. Salg,8.466,6,Villa,163,1958,-1 %,Aktuel værdi
Parkvej 20C6040 Egtved,tved,1.650.000,15-06-2016,Alm. Salg,14.224,4,Dobbelthus,116,2016,,Aktuel værdi
Spurvevej 96040 Egtved,tved,620.000,13-06-2016,Alm. Salg,5.438,4,Villa,114,1976,-5 %,Aktuel værdi
Håstrupmindevej 76040 Egtved,tved,895.000,09-06-2016,Alm. Salg,5.888,4,Villa,152,1975,0 %,Aktuel værdi
Starupvej 336040 Egtved,tved,1.250.000,09-06-2016,Alm. Salg,10.330,3,Villa,121,2005,-3 %,Aktuel værdi
Nytoft 26040 Egtved,tved,1.795.000,26-05-2016,Alm. Salg,8.013,8,Villa,224,1969,,Aktuel værdi
Frydsvej 146040 Egtved,tved,600.000,13-05-2016,Alm. Salg,8.333,3,Villa,72,1958,-14 %,Aktuel værdi
Doritshave 396040 Egtved,tved,1.740.000,06-05-2016,Alm. Salg,10.235,5,Villa,170,1976,-3 %,Aktuel værdi
Hærvejen 56040 Egtved,tved,1.395.000,03-05-2016,Auktion,6.012,5,Villa,232,1880,-18 %,Aktuel værdi
Tudvadvej 126040 Egtved,tved,450.000,02-05-2016,Alm. Salg,4.326,2,Villa,104,1899,-9 %,Aktuel værdi
Kirkevej 286040 Egtved,tved,445.000,27-04-2016,Alm. Salg,3.803,5,Villa,117,1910,-25 %,Aktuel værdi
Verstvej 166040 Egtved,tved,700.000,21-04-2016,Alm. Salg,4.022,4,Villa,174,1919,,Aktuel værdi
