address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
Bovvej 206534 Agerskov,skov,895.000,10-05-2017,Alm. Salg,3.729,5,Stuehus,240,1923,,
Snedvej 16534 Agerskov,skov,315.000,10-04-2017,Alm. Salg,3.214,4,Villa,98,1949,-20 %,Aktuel værdi
Boldershøj 326534 Agerskov,skov,597.500,22-03-2017,Alm. Salg,4.064,6,Villa,147,1969,-14 %,Aktuel værdi
Bispelunden 66534 Agerskov,skov,550.000,02-03-2017,Alm. Salg,3.666,6,Villa,150,1981,-8 %,Aktuel værdi
Byggebjerg 236534 Agerskov,skov,830.000,26-01-2017,Alm. Salg,5.187,6,Villa,160,1979,,Aktuel værdi
Vestagervej 76534 Agerskov,skov,3.000.000,13-12-2016,Fam. Salg,11.673,6,Stuehus,257,1980,,
Boldershøj 136534 Agerskov,skov,335.000,21-10-2016,Alm. Salg,3.350,5,Villa,100,1965,-15 %,Aktuel værdi
Goldbækvej 46534 Agerskov,skov,1.025.000,19-10-2016,Alm. Salg,4.253,6,Villa,241,1980,-21 %,Aktuel værdi
Nitriskærvej 96534 Agerskov,skov,3.998.980,13-10-2016,Alm. Salg,16.662,6,Stuehus,240,1928,,
Hovedgaden 46534 Agerskov,skov,760.000,03-10-2016,Alm. Salg,3.015,12,Villa,252,1952,-4 %,Aktuel værdi
Engeriis 76534 Agerskov,skov,799.000,25-09-2016,Alm. Salg,7.263,3,Villa,110,1975,0 %,Aktuel værdi
Bjørnskovvej 26534 Agerskov,skov,1.150.000,22-09-2016,Alm. Salg,7.232,7,Villa,159,1938,-4 %,Aktuel værdi
Horsbygvej 36534 Agerskov,skov,1.075.000,18-09-2016,Alm. Salg,5.598,5,Villa,192,1900,-2 %,Aktuel værdi
Bytoften 116534 Agerskov,skov,475.000,05-09-2016,Alm. Salg,4.318,4,Villa,110,1970,-13 %,Aktuel værdi
Nørregade 86534 Agerskov,skov,675.000,28-08-2016,Alm. Salg,4.500,4,Villa,150,1938,-3 %,Aktuel værdi
