address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
Bakkealle 208783 Hornsyld,syld,1.450.000,24-04-2017,Alm. Salg,10.661,6,Villa,136,2003,-9 %,Aktuel værdi
Bjerre Vinkelvej 18783 Hornsyld,syld,1.500.000,18-04-2017,Alm. Salg,5.747,9,Villa,261,1970,,Aktuel værdi
Bjerrevej 2968783 Hornsyld,syld,775.000,04-04-2017,Alm. Salg,6.250,5,Villa,124,1929,0 %,Aktuel værdi
Bjørnkærvej 68783 Hornsyld,syld,1.020.000,03-04-2017,Alm. Salg,9.357,4,Villa,109,1963,-7 %,Aktuel værdi
Nørremarksvej 268783 Hornsyld,syld,645.000,31-03-2017,Alm. Salg,5.375,4,Villa,120,1900,-19 %,Aktuel værdi
Lindevej 78783 Hornsyld,syld,1.360.000,29-03-2017,Alm. Salg,6.699,6,Villa,203,1930,-9 %,Aktuel værdi
Kaubækvej 18783 Hornsyld,syld,450.000,27-03-2017,Alm. Salg,5.172,4,Villa,87,1964,,Aktuel værdi
Lindevej 14B8783 Hornsyld,syld,832.100,27-03-2017,Fam. Salg,6.603,2,Villa,126,1986,,Aktuel værdi
Skovparken 228783 Hornsyld,syld,1.755.000,17-02-2017,Alm. Salg,10.028,6,Villa,175,1984,-2 %,Aktuel værdi
Tværvej 118783 Hornsyld,syld,953.623,07-02-2017,Alm. Salg,4.890,8,Villa,195,2008,-54 %,Aktuel værdi
Skerrildgårdvej 128783 Hornsyld,syld,265.000,27-01-2017,Fam. Salg,3.117,3,Villa,85,1910,,Aktuel værdi
Nørregade 178783 Hornsyld,syld,750.000,19-01-2017,Andet,4.360,7,Villa,172,1900,,Aktuel værdi
Hornum Østermarksvej 148783 Hornsyld,syld,1.000.000,19-01-2017,Alm. Salg,8.547,4,Villa,117,1910,-9 %,Aktuel værdi
Gramvej 178783 Hornsyld,syld,1.275.000,30-11-2016,Alm. Salg,8.121,5,Villa,157,1904,-2 %,Aktuel værdi
Grønningen 238783 Hornsyld,syld,835.000,24-11-2016,Alm. Salg,7.590,4,Rækkehus,110,1986,-7 %,Aktuel værdi
Bøgevej 328783 Hornsyld,syld,1.325.000,16-11-2016,Alm. Salg,7.280,6,Villa,182,1972,-4 %,Aktuel værdi
"Søndergade 12A, 1. TV8783 Hornsyld",syld,240.000,14-11-2016,Alm. Salg,4.067,2,Lejlighed,59,1990,,Aktuel værdi
Ravnholtvej 358783 Hornsyld,syld,40.000,07-11-2016,Fam. Salg,317,5,Stuehus,126,1850,-94 %,
Hornumkærvej 68783 Hornsyld,syld,530.000,04-11-2016,Alm. Salg,3.441,4,Villa,154,1911,-33 %,Aktuel værdi
Søndergade 178783 Hornsyld,syld,745.000,13-10-2016,Alm. Salg,5.730,5,Villa,130,1932,0 %,Aktuel værdi
Skovparken 488783 Hornsyld,syld,458.000,12-10-2016,Andet,3.115,5,Villa,147,1987,,Aktuel værdi
Brå Møllevej 18783 Hornsyld,syld,1.235.000,11-10-2016,Alm. Salg,7.484,6,Villa,165,1964,-5 %,Aktuel værdi
Bjerrevej 3168783 Hornsyld,syld,950.000,11-10-2016,Alm. Salg,9.500,3,Villa,100,2000,-36 %,Aktuel værdi
Tværvej 378783 Hornsyld,syld,1.760.000,30-09-2016,Alm. Salg,11.578,5,Villa,152,2007,-3 %,Aktuel værdi
Grønningen 458783 Hornsyld,syld,1.125.000,10-09-2016,Alm. Salg,9.375,4,Rækkehus,120,1986,-10 %,Aktuel værdi
Bredmadevej 128783 Hornsyld,syld,2.490.000,05-09-2016,Alm. Salg,13.681,4,Stuehus,182,1900,,
Nørremarksvej 228783 Hornsyld,syld,270.000,20-08-2016,Alm. Salg,2.076,4,Villa,130,1854,-32 %,Aktuel værdi
Møllevej 198783 Hornsyld,syld,961.248,19-08-2016,Andet,5.621,6,Villa,171,1918,,Aktuel værdi
Tværvej 98783 Hornsyld,syld,2.250.000,12-07-2016,Alm. Salg,12.857,5,Villa,175,2008,-6 %,Aktuel værdi
Nørremarksvej 188783 Hornsyld,syld,1.450.000,07-07-2016,Alm. Salg,15.425,3,Stuehus,94,1830,-3 %,
"Søndergade 12A, ST8783 Hornsyld",syld,751.100,06-07-2016,Alm. Salg,6.365,4,Lejlighed,118,1990,,Aktuel værdi
Nørregade 508783 Hornsyld,syld,755.000,01-07-2016,Alm. Salg,8.388,4,Villa,90,1946,-5 %,Aktuel værdi
Bakkevej 228783 Hornsyld,syld,1.000.000,08-06-2016,Alm. Salg,5.128,5,Villa,195,1954,-9 %,Aktuel værdi
Skerrildgårdvej 198783 Hornsyld,syld,1.970.000,01-06-2016,Alm. Salg,10.648,5,Villa,185,1906,-1 %,Aktuel værdi
Brå Møllevej 48783 Hornsyld,syld,250.000,19-05-2016,Alm. Salg,3.571,3,Villa,70,1887,-16 %,Aktuel værdi
Skovlunden 318783 Hornsyld,syld,1.995.000,13-05-2016,Alm. Salg,13.854,6,Villa,144,2008,0 %,Aktuel værdi
Egevej 128783 Hornsyld,syld,900.000,21-04-2016,Alm. Salg,8.333,4,Villa,108,1964,-5 %,Aktuel værdi
Nørregade 168783 Hornsyld,syld,600.000,14-04-2016,Alm. Salg,7.142,2,Villa,84,1978,-25 %,Aktuel værdi
Bjerrevej 3218783 Hornsyld,syld,549.000,12-04-2016,Alm. Salg,4.097,4,Villa,134,1860,,Aktuel værdi
Bakkealle 178783 Hornsyld,syld,919.301,17-03-2016,Andet,5.164,5,Villa,178,2007,,Aktuel værdi
Bakkedraget 18783 Hornsyld,syld,1.540.000,14-03-2016,Alm. Salg,8.901,5,Villa,173,1977,-3 %,Aktuel værdi
Kildevangen 48783 Hornsyld,syld,1.251.000,13-03-2016,Alm. Salg,8.510,6,Villa,147,1973,5 %,Aktuel værdi
Bråskovvej 448783 Hornsyld,syld,500.000,29-02-2016,Fam. Salg,1.923,10,Villa,260,1909,,Aktuel værdi
Skovparken 888783 Hornsyld,syld,1.745.000,24-02-2016,Alm. Salg,11.480,6,Villa,152,1998,-2 %,Aktuel værdi
Bjerrelide 88783 Hornsyld,syld,650.000,11-02-2016,Alm. Salg,4.676,6,Villa,139,1900,-10 %,Aktuel værdi
