address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
Kaløvej 788543 Hornslet,slet,2.545.000,02-05-2017,Alm. Salg,20.691,4,Villa,123,1890,-4 %,Aktuel værdi
"Tingvej 40, 18543 Hornslet",slet,795.000,25-04-2017,Alm. Salg,8.457,3,Lejlighed,94,1896,-4 %,Aktuel værdi
Lillevej 38543 Hornslet,slet,2.200.000,10-04-2017,Alm. Salg,15.602,4,Villa,141,1938,,Aktuel værdi
Hulvejen 18543 Hornslet,slet,1.100.000,09-04-2017,Alm. Salg,7.333,4,Villa,150,1935,-8 %,Aktuel værdi
"Tingvej 15A, 18543 Hornslet",slet,1.250.000,05-04-2017,Alm. Salg,11.261,3,Lejlighed,111,1982,-4 %,Aktuel værdi
Lærkevej 188543 Hornslet,slet,1.595.000,22-03-2017,Alm. Salg,11.902,3,Villa,134,1964,-6 %,Aktuel værdi
Hændelshøj 148543 Hornslet,slet,1.744.000,14-03-2017,Alm. Salg,17.098,4,Rækkehus,102,1987,,Aktuel værdi
Lyngvej 68543 Hornslet,slet,897.000,13-03-2017,Alm. Salg,9.966,5,Stuehus,90,1900,,
Østerbækvej 78543 Hornslet,slet,1.425.000,28-02-2017,Fam. Salg,8.482,6,Villa,168,1973,,Aktuel værdi
Trøstmosen 58543 Hornslet,slet,2.150.000,28-02-2017,Alm. Salg,17.622,5,Villa,122,1986,-2 %,Aktuel værdi
Sønderskovvej 378543 Hornslet,slet,850.000,27-02-2017,Fam. Salg,4.358,4,Villa,195,1850,,Aktuel værdi
Fuglevænget 248543 Hornslet,slet,1.360.000,27-02-2017,Fam. Salg,10.461,5,Villa,130,1976,,Aktuel værdi
Bakken 128543 Hornslet,slet,2.700.000,21-02-2017,Alm. Salg,15.254,7,Villa,177,1958,-10 %,Aktuel værdi
Ravnhøjvej 148543 Hornslet,slet,1.580.000,15-02-2017,Alm. Salg,13.982,4,Villa,113,1967,6 %,Aktuel værdi
Havhusevej 548543 Hornslet,slet,975.000,13-02-2017,Alm. Salg,11.890,3,Sommerhus,82,1968,,Aktuel værdi
Egevej 128543 Hornslet,slet,2.275.000,02-02-2017,Alm. Salg,16.250,4,Villa,140,1952,0 %,Aktuel værdi
Tendrup Møllevej 998543 Hornslet,slet,2.795.000,06-01-2017,Alm. Salg,17.360,3,Villa,161,2005,0 %,Aktuel værdi
Nyvej 4E8543 Hornslet,slet,1.175.000,06-01-2017,Alm. Salg,11.989,3,Rækkehus,98,1981,-2 %,Aktuel værdi
Rosenvang 158543 Hornslet,slet,1.490.000,05-01-2017,Fam. Salg,12.016,4,Villa,124,1965,,Aktuel værdi
Hjortetakvej 208543 Hornslet,slet,1.535.000,03-01-2017,Alm. Salg,10.371,5,Villa,148,1972,-1 %,Aktuel værdi
Landevejen 908543 Hornslet,slet,773.590,29-12-2016,Fam. Salg,4.420,5,Villa,175,1962,,Aktuel værdi
Tulipanvej 138543 Hornslet,slet,1.620.000,22-12-2016,Alm. Salg,9.204,5,Villa,176,1980,2 %,Aktuel værdi
Æblehaven 188543 Hornslet,slet,1.550.000,22-12-2016,Alm. Salg,14.485,4,Rækkehus,107,1988,-3 %,Aktuel værdi
Slotsvej 378543 Hornslet,slet,400.000,19-12-2016,Alm. Salg,4.444,3,Villa,90,1900,,Aktuel værdi
Hønebjergvej 88543 Hornslet,slet,3.800.000,16-12-2016,Fam. Salg,31.666,7,Stuehus,120,1947,,
Stejlbjerg 478543 Hornslet,slet,1.650.000,15-12-2016,Alm. Salg,13.865,4,Villa,119,1984,,Aktuel værdi
Skolevangen 128543 Hornslet,slet,820.000,14-12-2016,Alm. Salg,3.280,7,Villa,250,1935,,Aktuel værdi
Bakken 148543 Hornslet,slet,1.578.000,13-12-2016,Fam. Salg,19.725,2,Villa,80,1955,,Aktuel værdi
Tingvej 828543 Hornslet,slet,2.625.000,09-12-2016,Alm. Salg,17.500,6,Villa,150,1937,-9 %,Aktuel værdi
Strandvejen 2328543 Hornslet,slet,565.000,02-12-2016,Andet,12.021,3,Sommerhus,47,1926,-49 %,Aktuel værdi
