address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
Kassøvej 516230 Rødekro,ekro,175.000,09-05-2017,Alm. Salg,1.881,4,Villa,93,1949,,Aktuel værdi
Løkkegårdsvej 1476230 Rødekro,ekro,550.000,05-05-2017,Alm. Salg,5.288,4,Villa,104,1870,,Aktuel værdi
Vandmøllevej 106230 Rødekro,ekro,93.280,02-05-2017,Alm. Salg,555,5,Villa,168,1870,-63 %,Aktuel værdi
Hovslundvej 206230 Rødekro,ekro,850.000,22-04-2017,Alm. Salg,4.497,6,Villa,189,1866,0 %,Aktuel værdi
Lunden 126230 Rødekro,ekro,710.000,21-04-2017,Alm. Salg,6.513,4,Villa,109,1985,-8 %,Aktuel værdi
Øster Løgumvej 756230 Rødekro,ekro,380.000,12-04-2017,Alm. Salg,5.135,3,Villa,74,1951,,Aktuel værdi
Egvadvej 246230 Rødekro,ekro,552.500,07-04-2017,Fam. Salg,3.308,6,Villa,167,1969,,Aktuel værdi
Grønningen 366230 Rødekro,ekro,1.200.000,04-04-2017,Alm. Salg,5.970,6,Villa,201,1968,-7 %,Aktuel værdi
Brystrupvej 146230 Rødekro,ekro,859.575,04-04-2017,Alm. Salg,3.705,8,Villa,232,1892,,Aktuel værdi
Løkkegårdsvej 276230 Rødekro,ekro,1.250.000,04-04-2017,Alm. Salg,5.555,5,Villa,225,1975,-7 %,Aktuel værdi
Vesterballe 126230 Rødekro,ekro,730.000,31-03-2017,Alm. Salg,5.615,4,Villa,130,1600,-9 %,Aktuel værdi
Kærhaven 56230 Rødekro,ekro,935.000,29-03-2017,Alm. Salg,5.807,5,Villa,161,1971,-6 %,Aktuel værdi
Hydevad Engvej 26230 Rødekro,ekro,9.931.622,24-03-2017,Fam. Salg,48.446,6,Stuehus,205,1872,,
Nørremark 446230 Rødekro,ekro,1.199.000,20-03-2017,Alm. Salg,9.827,4,Villa,122,1975,0 %,Aktuel værdi
Hellevadvej 206230 Rødekro,ekro,475.000,18-03-2017,Alm. Salg,2.567,8,Villa,185,1920,,Aktuel værdi
Årslevvej 126230 Rødekro,ekro,106.900,15-03-2017,Alm. Salg,698,4,Stuehus,153,1929,,
Kløvermarken 16230 Rødekro,ekro,1.667.500,15-03-2017,Alm. Salg,9.925,5,Villa,168,1972,-2 %,Aktuel værdi
Tingbjergvej 116230 Rødekro,ekro,8.770.000,15-03-2017,Alm. Salg,35.080,7,Stuehus,250,1851,,
Løkkegårdsvej 466230 Rødekro,ekro,440.500,15-03-2017,Alm. Salg,3.670,4,Villa,120,1976,,Aktuel værdi
Søst Bygade 46230 Rødekro,ekro,416.500,09-03-2017,Fam. Salg,1.983,7,Stuehus,210,1856,,
Parkvej 246230 Rødekro,ekro,675.000,08-03-2017,Alm. Salg,4.500,5,Villa,150,1973,0 %,Aktuel værdi
Hellevadvej 626230 Rødekro,ekro,420.000,02-03-2017,Fam. Salg,4.117,3,Stuehus,102,1924,,
Nedertoften 146230 Rødekro,ekro,730.500,01-03-2017,Alm. Salg,4.174,6,Villa,175,2006,,Aktuel værdi
Vestervang 156230 Rødekro,ekro,995.000,24-02-2017,Alm. Salg,7.210,4,Villa,138,1963,0 %,Aktuel værdi
Kassøvej 536230 Rødekro,ekro,250.000,21-02-2017,Alm. Salg,1.543,7,Stuehus,162,1827,,
Aabenraavej 416230 Rødekro,ekro,550.000,20-02-2017,Fam. Salg,2.989,6,Villa,184,1953,,Aktuel værdi
Skarhøjvej 36230 Rødekro,ekro,492.517,16-02-2017,Fam. Salg,3.847,4,Villa,128,1946,,Aktuel værdi
Klovtoftvej 206230 Rødekro,ekro,50.000,15-02-2017,Alm. Salg,520,4,Villa,96,1957,,Aktuel værdi
Tavlsbjergvej 256230 Rødekro,ekro,394.000,10-02-2017,Alm. Salg,3.486,5,Villa,113,1969,-11 %,Aktuel værdi
Løkkegårdsvej 1086230 Rødekro,ekro,895.000,01-02-2017,Alm. Salg,7.991,4,Villa,112,1976,0 %,Aktuel værdi
