address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
Fabriksvej 83782 Klemensker,sker,515.000,05-04-2017,Alm. Salg,4.813,5,Villa,107,1954,0 %,Aktuel værdi
Lundshøjvej 153782 Klemensker,sker,465.000,04-04-2017,Alm. Salg,3.632,4,Villa,128,1969,0 %,Aktuel værdi
Bolbyvej 73782 Klemensker,sker,1.525.000,09-03-2017,Alm. Salg,9.531,7,Stuehus,160,1956,-3 %,
Nordre Lyngvej 113782 Klemensker,sker,800.000,28-02-2017,Alm. Salg,5.263,6,Villa,152,1912,-9 %,Aktuel værdi
Lundshøjvej 43782 Klemensker,sker,545.000,22-02-2017,Alm. Salg,5.093,3,Villa,107,1961,0 %,Aktuel værdi
Sct Klemensgade 43782 Klemensker,sker,250.000,14-02-2017,Alm. Salg,1.008,7,Villa,248,1907,-16 %,Aktuel værdi
Bedegadevej 363782 Klemensker,sker,46.500,13-02-2017,Auktion,369,5,Stuehus,126,1948,,
Nordre Lyngvej 13782 Klemensker,sker,125.000,06-02-2017,Auktion,806,7,Stuehus,155,1877,,
Bedegadevej 403782 Klemensker,sker,307.732,26-01-2017,Alm. Salg,2.037,2,Villa,151,1854,,Aktuel værdi
Bjørnemøllevej 133782 Klemensker,sker,495.000,12-12-2016,Alm. Salg,4.159,5,Villa,119,1963,-10 %,Aktuel værdi
Bjørnebakken 23782 Klemensker,sker,340.000,07-12-2016,Alm. Salg,2.236,5,Villa,152,1969,-20 %,Aktuel værdi
Dammegårdsvej 103782 Klemensker,sker,405.000,13-11-2016,Alm. Salg,3.681,4,Villa,110,1890,-6 %,Aktuel værdi
Fejlerevej 73782 Klemensker,sker,325.000,10-11-2016,Alm. Salg,2.241,6,Stuehus,145,1912,0 %,
Bregneshavevej 93782 Klemensker,sker,190.000,10-11-2016,Fam. Salg,1.266,4,Sommerhus,150,1890,,Aktuel værdi
Brogade 19A3782 Klemensker,sker,700.000,05-11-2016,Alm. Salg,5.691,5,Villa,123,1933,,Aktuel værdi
Petersborgvej 123782 Klemensker,sker,255.000,01-11-2016,Alm. Salg,5.543,2,Sommerhus,46,1899,-22 %,Aktuel værdi
Sct Klemensgade 93782 Klemensker,sker,795.000,06-10-2016,Alm. Salg,6.853,4,Villa,116,1942,0 %,Aktuel værdi
Dyndegårdsvej 33782 Klemensker,sker,110.000,05-10-2016,Alm. Salg,827,6,Stuehus,133,1922,,
Klemens Storegade 583782 Klemensker,sker,250.000,28-09-2016,Alm. Salg,2.403,4,Villa,104,1857,-37 %,Aktuel værdi
Splitsgårdsvej 163782 Klemensker,sker,580.000,08-09-2016,Alm. Salg,2.510,6,Villa,231,1926,1 %,Aktuel værdi
Fabriksvej 223782 Klemensker,sker,765.000,18-08-2016,Alm. Salg,5.795,4,Villa,132,1983,-4 %,Aktuel værdi
Dyndegårdsvej 53782 Klemensker,sker,2.789.000,04-08-2016,Alm. Salg,25.126,3,Stuehus,111,1923,,
Aagaardsvej 143782 Klemensker,sker,660.000,22-07-2016,Alm. Salg,6.407,3,Villa,103,1927,-5 %,Aktuel værdi
Centralvej 63782 Klemensker,sker,1.475.000,21-07-2016,Alm. Salg,7.525,6,Stuehus,196,1850,,
Søndergade 303782 Klemensker,sker,470.000,08-06-2016,Alm. Salg,3.092,4,Villa,152,1965,-5 %,Aktuel værdi
Jernbanevej 83782 Klemensker,sker,210.000,01-06-2016,Alm. Salg,1.962,4,Villa,107,1932,-7 %,Aktuel værdi
Bjørnemøllevej 233782 Klemensker,sker,560.000,12-05-2016,Alm. Salg,3.200,4,Villa,175,1975,-6 %,Aktuel værdi
Lundshøjvej 63782 Klemensker,sker,525.000,15-04-2016,Alm. Salg,4.646,4,Villa,113,1971,0 %,Aktuel værdi
Knajlen 23782 Klemensker,sker,244.821,11-04-2016,Fam. Salg,2.128,4,Villa,115,1973,,Aktuel værdi
Brogårdsvej 183782 Klemensker,sker,1.098.000,30-03-2016,Alm. Salg,5.435,7,Villa,202,1877,0 %,Aktuel værdi
Bregneshavevej 53782 Klemensker,sker,20.000,06-01-2016,Alm. Salg,298,4,Villa,67,1928,,Aktuel værdi
Søndre Lyngvej 13782 Klemensker,sker,1.600.000,06-01-2016,Alm. Salg,8.290,5,Stuehus,193,1926,,
Lindevej 23782 Klemensker,sker,275.000,06-01-2016,Alm. Salg,2.391,3,Villa,115,1966,-7 %,Aktuel værdi
Nygade 153782 Klemensker,sker,300.000,04-01-2016,Alm. Salg,2.325,5,Rækkehus,129,1890,-24 %,Aktuel værdi
Dyndegårdsvej 63782 Klemensker,sker,723.860,25-11-2015,Alm. Salg,3.809,6,Stuehus,190,1908,,
Industrivej 23782 Klemensker,sker,500.000,23-11-2015,Alm. Salg,2.777,6,Villa,180,1967,,Aktuel værdi
Brogade 27B3782 Klemensker,sker,340.000,21-10-2015,Alm. Salg,3.777,3,Villa,90,1962,,Aktuel værdi
Aagaardsvej 123782 Klemensker,sker,245.000,09-10-2015,Alm. Salg,2.041,4,Villa,120,1955,0 %,Aktuel værdi
Klemens Vestergade 33782 Klemensker,sker,265.000,30-09-2015,Alm. Salg,2.676,4,Villa,99,1956,6 %,Aktuel værdi
Lindevej 203782 Klemensker,sker,560.000,12-08-2015,Alm. Salg,3.783,4,Villa,148,1976,-10 %,Aktuel værdi
"Brogade 15, 13782 Klemensker",sker,198.000,10-08-2015,Alm. Salg,1.253,4,Villa,158,1920,0 %,Aktuel værdi
Nordre Lyngvej 93782 Klemensker,sker,160.000,29-07-2015,Alm. Salg,1.240,4,Villa,129,1910,-18 %,Aktuel værdi
Pihls Alle 73782 Klemensker,sker,250.000,22-06-2015,Alm. Salg,2.427,4,Villa,103,1960,0 %,Aktuel værdi
Bjørnemøllevej 223782 Klemensker,sker,499.000,16-06-2015,Alm. Salg,4.536,4,Villa,110,1965,-9 %,Aktuel værdi
Klemens Storegade 503782 Klemensker,sker,175.000,22-05-2015,Alm. Salg,1.944,3,Rækkehus,90,1931,-12 %,Aktuel værdi
Splitsgårdsvej 173782 Klemensker,sker,300.500,18-05-2015,Auktion,1.799,6,Villa,167,1947,,Aktuel værdi
Søndre Lyngvej 33782 Klemensker,sker,1.000.000,25-03-2015,Alm. Salg,6.849,6,Stuehus,146,1924,,
Brogade 113782 Klemensker,sker,532.500,17-02-2015,Fam. Salg,2.547,5,Villa,209,1925,,Aktuel værdi
Bedegadevej 42A3782 Klemensker,sker,355.000,05-01-2015,Auktion,2.572,4,Villa,138,1850,,Aktuel værdi
Stumpen 43782 Klemensker,sker,225.000,15-12-2014,Alm. Salg,2.250,4,Villa,100,1967,-24 %,Aktuel værdi
Grusvejen 33782 Klemensker,sker,140.500,15-12-2014,Auktion,731,5,Villa,192,1880,,Aktuel værdi
Rosengade 83782 Klemensker,sker,275.000,09-11-2014,Fam. Salg,1.896,3,Villa,145,1937,,Aktuel værdi
Bjørnebakken 13782 Klemensker,sker,795.000,17-10-2014,Alm. Salg,6.570,4,Villa,121,1969,,Aktuel værdi
Søndergade 263782 Klemensker,sker,225.000,15-10-2014,Alm. Salg,2.500,5,Villa,90,1944,14 %,Aktuel værdi
Splitsgårdsvej 253782 Klemensker,sker,150.000,16-09-2014,Alm. Salg,1.229,6,Villa,122,1900,,Aktuel værdi
Fabriksvej 63782 Klemensker,sker,100.000,02-09-2014,Alm. Salg,961,5,Villa,104,1953,-49 %,Aktuel værdi
Lundshøjvej 113782 Klemensker,sker,275.000,18-08-2014,Alm. Salg,2.131,5,Villa,129,1971,-31 %,Aktuel værdi
Bjørnebakken 153782 Klemensker,sker,640.000,08-08-2014,Alm. Salg,4.238,3,Villa,151,1976,-8 %,Aktuel værdi
Lærkevej 43782 Klemensker,sker,440.000,08-08-2014,Alm. Salg,3.928,4,Villa,112,1977,-11 %,Aktuel værdi
Splitsgårdsvej 413782 Klemensker,sker,425.000,29-07-2014,Alm. Salg,2.125,5,Stuehus,200,1877,44 %,
Skrubbekrak 23782 Klemensker,sker,1.025.000,23-05-2014,Alm. Salg,6.137,5,Sommerhus,167,1850,,Aktuel værdi
