address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
Hørmarken 154140 Borup,orup,1.481.196,17-05-2017,Alm. Salg,7.920,7,Villa,187,2016,,Aktuel værdi
Lokesvej 64140 Borup,orup,770.000,18-04-2017,Alm. Salg,13.275,3,Sommerhus,58,1972,,Aktuel værdi
Coronavej 14140 Borup,orup,1.812.007,10-04-2017,Fam. Salg,10.981,5,Villa,165,1875,,Aktuel værdi
Rønnevej 274140 Borup,orup,1.300.000,10-04-2017,Alm. Salg,7.878,5,Villa,165,1968,,Aktuel værdi
Dalstrøget 884140 Borup,orup,2.295.000,10-04-2017,Alm. Salg,15.719,5,Villa,146,1981,0 %,Aktuel værdi
Mølleskrænten 184140 Borup,orup,1.895.000,09-04-2017,Alm. Salg,18.047,4,Lejlighed,105,2006,,Aktuel værdi
Krotoften 174140 Borup,orup,2.295.000,09-04-2017,Alm. Salg,14.079,6,Villa,163,1972,0 %,Aktuel værdi
Mølleskrænten 464140 Borup,orup,1.900.000,31-03-2017,Alm. Salg,18.095,4,Lejlighed,105,2006,1 %,Aktuel værdi
Bakkegårds Alle 204140 Borup,orup,2.175.000,31-03-2017,Alm. Salg,19.594,4,Dobbelthus,111,2017,9 %,Aktuel værdi
Mølleskrænten 504140 Borup,orup,1.550.000,29-03-2017,Alm. Salg,17.816,3,Rækkehus,87,2006,,Aktuel værdi
Dalstrøget 54140 Borup,orup,1.200.000,27-03-2017,Fam. Salg,7.643,5,Villa,157,1984,,Aktuel værdi
"Hovedgaden 48A, 2. TV4140 Borup",orup,498.000,15-03-2017,Alm. Salg,12.450,2,Lejlighed,40,1901,0 %,Aktuel værdi
Neergaardparken 164140 Borup,orup,2.075.000,02-03-2017,Alm. Salg,18.043,4,Rækkehus,115,2001,-1 %,Aktuel værdi
Kløvestedvej 254140 Borup,orup,4.000.000,26-02-2017,Alm. Salg,27.397,6,Villa,146,2006,-5 %,Aktuel værdi
Rønnevej 244140 Borup,orup,2.250.000,09-02-2017,Alm. Salg,13.719,6,Villa,164,1969,,Aktuel værdi
Snekkerupvej 324140 Borup,orup,2.995.000,23-01-2017,Alm. Salg,11.563,5,Villa,259,2004,0 %,Aktuel værdi
Elmevej 74140 Borup,orup,1.895.000,23-01-2017,Alm. Salg,15.160,4,Villa,125,1974,,Aktuel værdi
Krogvej 224140 Borup,orup,531.250,06-01-2017,Fam. Salg,4.216,4,Villa,126,1971,,Aktuel værdi
Bakkegårds Alle 284140 Borup,orup,1.995.000,06-01-2017,Alm. Salg,17.972,4,Dobbelthus,111,2017,0 %,Aktuel værdi
Ørningevej 24140 Borup,orup,2.750.000,05-01-2017,Alm. Salg,19.927,8,Villa,138,1928,,Aktuel værdi
Dalbyvej 25B4140 Borup,orup,1.500.000,02-01-2017,Alm. Salg,11.627,3,Villa,129,1973,0 %,Aktuel værdi
Klempegårdsvej 664140 Borup,orup,1.525.000,24-12-2016,Alm. Salg,11.213,5,Villa,136,1981,-10 %,Aktuel værdi
Kløvermarken 34140 Borup,orup,2.650.000,19-12-2016,Alm. Salg,19.064,5,Villa,139,2006,-3 %,Aktuel værdi
Buen 304140 Borup,orup,1.775.000,14-12-2016,Alm. Salg,11.754,6,Villa,151,1971,-4 %,Aktuel værdi
Dalbyvej 354140 Borup,orup,1.820.000,09-12-2016,Alm. Salg,12.297,4,Villa,148,1990,,Aktuel værdi
Neergaardparken 64140 Borup,orup,850.000,29-11-2016,Fam. Salg,4.521,7,Villa,188,1998,,Aktuel værdi
Magleskovvej 14140 Borup,orup,4.300.000,28-11-2016,Alm. Salg,26.219,5,Stuehus,164,1900,,
Søvej 114140 Borup,orup,1.930.000,28-11-2016,Alm. Salg,11.556,5,Villa,167,1915,-3 %,Aktuel værdi
"Hovedgaden 28D, 14140 Borup",orup,945.000,26-11-2016,Alm. Salg,11.385,3,Lejlighed,83,1895,-10 %,Aktuel værdi
Ryeskovvej 10B4140 Borup,orup,1.650.000,09-11-2016,Alm. Salg,12.890,4,Villa,128,1993,-8 %,Aktuel værdi
Østergade 104140 Borup,orup,1.950.000,30-10-2016,Alm. Salg,13.175,4,Villa,148,1962,,Aktuel værdi
Mølleparken 94140 Borup,orup,1.622.000,25-10-2016,Alm. Salg,15.018,4,Villa,108,1984,8 %,Aktuel værdi
Solsikkemarken 14140 Borup,orup,3.150.000,18-10-2016,Alm. Salg,18.750,6,Villa,168,2007,-6 %,Aktuel værdi
Odinsvej 24140 Borup,orup,625.000,18-10-2016,Alm. Salg,11.363,2,Sommerhus,55,1981,0 %,Aktuel værdi
Dalbyvej 464140 Borup,orup,7.475.000,18-10-2016,Alm. Salg,27.380,9,Stuehus,273,1920,,
Lammestrupvej 33C4140 Borup,orup,2.445.000,16-10-2016,Alm. Salg,14.553,5,Villa,168,1972,,Aktuel værdi
Klempegårdsvej 1184140 Borup,orup,1.660.000,12-10-2016,Alm. Salg,13.833,4,Villa,120,1978,-2 %,Aktuel værdi
Bækgårdsvej 194140 Borup,orup,1.425.000,12-10-2016,Alm. Salg,6.566,4,Villa,217,1960,-5 %,Aktuel værdi
Dalstrøget 484140 Borup,orup,1.790.000,07-10-2016,Alm. Salg,15.565,4,Villa,115,1985,-6 %,Aktuel værdi
Bakkegårds Alle 644140 Borup,orup,2.095.000,02-10-2016,Alm. Salg,18.539,4,Rækkehus,113,2008,0 %,Aktuel værdi
Dalbyvej 84140 Borup,orup,800.000,24-09-2016,Fam. Salg,9.523,3,Villa,84,1962,-14 %,Aktuel værdi
Lammestrupvej 204140 Borup,orup,2.200.000,21-09-2016,Alm. Salg,11.340,5,Villa,194,1877,5 %,Aktuel værdi
Krovænget 124140 Borup,orup,2.155.000,21-09-2016,Alm. Salg,16.576,4,Villa,130,1969,-2 %,Aktuel værdi
Bakkegårds Alle 34140 Borup,orup,1.900.000,16-09-2016,Alm. Salg,21.111,3,Rækkehus,90,2005,0 %,Aktuel værdi
Stenhøjparken 11A4140 Borup,orup,1.335.000,13-09-2016,Alm. Salg,14.510,4,Rækkehus,92,1996,,Aktuel værdi
Hovedgaden 634140 Borup,orup,1.850.000,13-09-2016,Alm. Salg,15.163,4,Villa,122,1963,,Aktuel værdi
Ved Lygtebanke 14140 Borup,orup,350.000,09-09-2016,Alm. Salg,-,5,Sommerhus,58,1971,,Aktuel værdi
Sveibogen 54140 Borup,orup,2.950.000,30-08-2016,Alm. Salg,14.974,7,Villa,197,1998,-8 %,Aktuel værdi
Hørmarken 54140 Borup,orup,3.045.000,28-08-2016,Alm. Salg,20.574,5,Villa,148,2008,-2 %,Aktuel værdi
Elmevej 254140 Borup,orup,960.000,09-08-2016,Fam. Salg,4.571,6,Villa,210,1972,,Aktuel værdi
Bakkegårds Alle 184140 Borup,orup,1.995.000,03-08-2016,Alm. Salg,17.972,4,Dobbelthus,111,2017,,Aktuel værdi
Solsikkemarken 104140 Borup,orup,3.075.000,01-08-2016,Alm. Salg,20.637,6,Villa,149,2008,-4 %,Aktuel værdi
Dalstrøget 644140 Borup,orup,1.650.000,28-07-2016,Alm. Salg,15.420,4,Villa,107,1984,-5 %,Aktuel værdi
Bakkegårds Alle 244140 Borup,orup,1.645.000,25-07-2016,Alm. Salg,19.819,3,Rækkehus,83,2017,0 %,Aktuel værdi
Bakkegårds Alle 224140 Borup,orup,1.895.000,25-07-2016,Alm. Salg,19.141,3,Rækkehus,99,2017,0 %,Aktuel værdi
Bakkegårds Alle 264140 Borup,orup,1.895.000,25-07-2016,Alm. Salg,19.141,3,Rækkehus,99,2017,0 %,Aktuel værdi
Kymervej 244140 Borup,orup,2.495.000,22-07-2016,Alm. Salg,18.619,3,Villa,134,1966,0 %,Aktuel værdi
Møllevej 2A4140 Borup,orup,2.350.000,19-07-2016,Alm. Salg,11.137,4,Lejlighed,211,2009,-6 %,Aktuel værdi
