address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
Skovvej 199631 Gedsted,sted,670.000,02-05-2017,Alm. Salg,4.240,5,Villa,158,1988,-8 %,Aktuel værdi
Bøgevænget 109631 Gedsted,sted,507.500,02-05-2017,Alm. Salg,4.833,6,Villa,105,1969,-7 %,Aktuel værdi
Tolshøj 89631 Gedsted,sted,595.000,10-03-2017,Alm. Salg,1.900,13,Villa,313,1982,,Aktuel værdi
Glerupvej 1239631 Gedsted,sted,85.000,17-02-2017,Alm. Salg,562,5,Stuehus,151,1932,,
Langagervej 19631 Gedsted,sted,190.000,20-01-2017,Fam. Salg,2.000,3,Villa,95,1938,,Aktuel værdi
Tolshøj 49631 Gedsted,sted,500.000,09-01-2017,Alm. Salg,3.086,5,Villa,162,1901,-16 %,Aktuel værdi
Tolshøj 269631 Gedsted,sted,555.000,30-12-2016,Alm. Salg,3.992,6,Villa,139,1934,,Aktuel værdi
Fjordvej 219631 Gedsted,sted,330.000,21-12-2016,Alm. Salg,2.619,3,Stuehus,126,1916,-16 %,
Holmmarkvej 489631 Gedsted,sted,277.000,12-12-2016,Alm. Salg,7.102,2,Sommerhus,39,1935,,Aktuel værdi
Langagervej 119631 Gedsted,sted,580.000,12-12-2016,Fam. Salg,4.496,4,Villa,129,1964,,Aktuel værdi
Vejgrenen 29631 Gedsted,sted,200.000,06-12-2016,Alm. Salg,2.857,4,Villa,70,1949,-33 %,Aktuel værdi
Vesterbro 319631 Gedsted,sted,670.000,02-12-2016,Alm. Salg,6.146,4,Villa,109,1946,-4 %,Aktuel værdi
Korsholmvej 1749631 Gedsted,sted,152.156,15-11-2016,Alm. Salg,559,10,Stuehus,272,1777,,
Ålevænget 69631 Gedsted,sted,450.000,11-11-2016,Alm. Salg,5.232,3,Sommerhus,86,1972,0 %,Aktuel værdi
Bystrupvænget 509631 Gedsted,sted,14.700.000,31-10-2016,Alm. Salg,70.000,8,Stuehus,210,1932,,
Enghavevej 279631 Gedsted,sted,150.000,26-10-2016,Alm. Salg,1.376,4,Villa,109,1953,0 %,Aktuel værdi
Anna Maries Vej 29631 Gedsted,sted,740.000,18-10-2016,Alm. Salg,12.333,3,Sommerhus,60,1972,-1 %,Aktuel værdi
Østergade 559631 Gedsted,sted,36.001,18-10-2016,Auktion,400,4,Stuehus,90,1902,,
Tværgade 69631 Gedsted,sted,10.000,27-09-2016,Alm. Salg,113,4,Villa,88,1877,,Aktuel værdi
Korsholmvej 1779631 Gedsted,sted,800.000,19-08-2016,Alm. Salg,4.519,6,Villa,177,1942,1 %,Aktuel værdi
Karen Margrethes Vej 129631 Gedsted,sted,995.000,19-08-2016,Alm. Salg,10.364,4,Sommerhus,96,2007,0 %,Aktuel værdi
Bakkevej 159631 Gedsted,sted,175.000,10-08-2016,Alm. Salg,3.125,2,Villa,56,1946,,Aktuel værdi
Søndergade 159631 Gedsted,sted,287.585,06-07-2016,Alm. Salg,2.437,4,Villa,118,1948,,Aktuel værdi
Ingrids Vej 29631 Gedsted,sted,725.000,19-05-2016,Alm. Salg,5.991,4,Sommerhus,121,1980,-9 %,Aktuel værdi
Tværgade 109631 Gedsted,sted,190.000,09-05-2016,Alm. Salg,1.357,3,Villa,140,1892,-5 %,Aktuel værdi
Havealle 19631 Gedsted,sted,50.000,03-05-2016,Alm. Salg,588,4,Villa,85,1936,-71 %,Aktuel værdi
Bøgevænget 49631 Gedsted,sted,214.000,22-03-2016,Andet,1.550,6,Villa,138,1959,,Aktuel værdi
Tværgade 49631 Gedsted,sted,80.000,20-03-2016,Alm. Salg,592,5,Villa,135,1857,,Aktuel værdi
Enghavevej 3D9631 Gedsted,sted,314.500,18-03-2016,Fam. Salg,2.995,4,Rækkehus,105,1980,,Aktuel værdi
Tolshøj 149631 Gedsted,sted,160.000,10-03-2016,Alm. Salg,1.333,2,Villa,120,1910,-19 %,Aktuel værdi
