address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
Gildsigvej 209400 Nørresundby,ndby,2.225.000,03-05-2017,Alm. Salg,11.352,5,Villa,196,1967,-11 %,Aktuel værdi
"Thistedvej 85C, ST. TH9400 Nørresundby",ndby,530.000,01-05-2017,Alm. Salg,9.137,2,Lejlighed,58,1937,-15 %,Aktuel værdi
"Vestergade 65A, 39400 Nørresundby",ndby,1.375.000,30-04-2017,Alm. Salg,18.092,1,Lejlighed,76,1917,-2 %,Aktuel værdi
"Østergade 28L, 19400 Nørresundby",ndby,1.650.000,20-04-2017,Alm. Salg,17.010,4,Lejlighed,97,1850,,Aktuel værdi
"Vesterbrogade 28, 1. TH9400 Nørresundby",ndby,1.650.000,14-04-2017,Alm. Salg,18.539,2,Lejlighed,89,1937,-1 %,Aktuel værdi
Krusemyntevej 219400 Nørresundby,ndby,1.325.000,12-04-2017,Alm. Salg,12.045,5,Villa,110,1957,-11 %,Aktuel værdi
"Strubjerg 202, 29400 Nørresundby",ndby,1.095.000,12-04-2017,Alm. Salg,12.166,2,Lejlighed,90,1979,,Aktuel værdi
Gyldenlakvej 259400 Nørresundby,ndby,2.800.000,29-03-2017,Alm. Salg,17.610,5,Villa,159,1962,-15 %,Aktuel værdi
"Strubjerg 28, 3. 19400 Nørresundby",ndby,1.240.000,28-03-2017,Alm. Salg,15.696,3,Lejlighed,79,1973,-4 %,Aktuel værdi
Lundøvej 1E9400 Nørresundby,ndby,1.626.001,28-03-2017,Alm. Salg,15.055,4,Villa,108,1933,9 %,Aktuel værdi
Thistedvej 81F9400 Nørresundby,ndby,525.000,27-03-2017,Alm. Salg,12.209,2,Lejlighed,43,1952,-12 %,Aktuel værdi
Ane Dams Gade 279400 Nørresundby,ndby,3.100.000,22-03-2017,Alm. Salg,21.088,6,Villa,147,1913,-6 %,Aktuel værdi
"Vestergade 31, 1. TV9400 Nørresundby",ndby,1.100.000,19-03-2017,Alm. Salg,18.644,2,Lejlighed,59,1900,,Aktuel værdi
Toftevej 169400 Nørresundby,ndby,1.520.000,19-03-2017,Alm. Salg,15.670,4,Villa,97,1920,-5 %,Aktuel værdi
Lindholmsvej 1119400 Nørresundby,ndby,2.550.000,18-03-2017,Alm. Salg,24.285,4,Villa,105,1958,-2 %,Aktuel værdi
"Strubjerg 24, 3. MF9400 Nørresundby",ndby,805.000,17-03-2017,Alm. Salg,13.644,2,Lejlighed,59,1973,,Aktuel værdi
Kløvervej 409400 Nørresundby,ndby,2.880.000,16-03-2017,Andet,20.000,5,Villa,144,2011,,Aktuel værdi
"Dronningensgade 19, 1. TH9400 Nørresundby",ndby,1.349.000,14-03-2017,Alm. Salg,18.479,2,Lejlighed,73,1934,0 %,Aktuel værdi
Kronprinsens Alle 129400 Nørresundby,ndby,1.830.000,10-03-2017,Alm. Salg,17.766,4,Villa,103,1928,-1 %,Aktuel værdi
"Præstevænge 18, ST. TV9400 Nørresundby",ndby,487.500,03-03-2017,Alm. Salg,8.125,3,Lejlighed,60,1930,,Aktuel værdi
"Ane Dams Gade 4B, ST9400 Nørresundby",ndby,1.245.000,03-03-2017,Alm. Salg,18.863,2,Lejlighed,66,1850,0 %,Aktuel værdi
Hjørringvej 1789400 Nørresundby,ndby,1.080.000,02-03-2017,Alm. Salg,8.640,4,Villa,125,1885,-10 %,Aktuel værdi
Spiesgade 1D9400 Nørresundby,ndby,1.598.000,01-03-2017,Alm. Salg,15.075,4,Lejlighed,106,1917,0 %,Aktuel værdi
Anemonevej 109400 Nørresundby,ndby,1.635.000,01-03-2017,Alm. Salg,11.678,4,Villa,140,1964,9 %,Aktuel værdi
"Strubjerg 28, 1. 39400 Nørresundby",ndby,450.000,28-02-2017,Alm. Salg,14.516,1,Lejlighed,31,1973,-3 %,Aktuel værdi
"Strubjerg 31, 1. MF9400 Nørresundby",ndby,735.000,28-02-2017,Alm. Salg,12.250,2,Lejlighed,60,1971,,Aktuel værdi
Kornbakken 119400 Nørresundby,ndby,3.400.000,27-02-2017,Alm. Salg,22.516,5,Villa,151,1930,-8 %,Aktuel værdi
"Vestergade 65B, 3. TV9400 Nørresundby",ndby,449.000,27-02-2017,Alm. Salg,9.354,2,Lejlighed,48,1917,,Aktuel værdi
"Strubjerg 9, 2. TH9400 Nørresundby",ndby,1.350.000,27-02-2017,Alm. Salg,16.265,3,Lejlighed,83,1967,0 %,Aktuel værdi
"Fredensvej 8, ST9400 Nørresundby",ndby,1.400.000,25-02-2017,Alm. Salg,13.333,3,Lejlighed,105,1914,-2 %,Aktuel værdi
Bjergbygaardvej 19400 Nørresundby,ndby,1.875.000,24-02-2017,Alm. Salg,12.500,5,Villa,150,1971,-6 %,Aktuel værdi
Rolighedsvej 549400 Nørresundby,ndby,1.105.000,24-02-2017,Fam. Salg,13.000,4,Villa,85,1937,,Aktuel værdi
Højvangsvej 229400 Nørresundby,ndby,2.200.000,22-02-2017,Alm. Salg,19.642,4,Villa,112,1927,-4 %,Aktuel værdi
"Anders Nielsens Vej 15, ST. TH9400 Nørresundby",ndby,2.300.000,20-02-2017,Alm. Salg,25.274,3,Lejlighed,91,2007,-4 %,Aktuel værdi
Hjørring Landevej 319400 Nørresundby,ndby,3.422.843,20-02-2017,Alm. Salg,27.603,4,Stuehus,124,1915,,
"Strubjerg 310, 29400 Nørresundby",ndby,1.050.000,20-02-2017,Alm. Salg,12.068,2,Lejlighed,87,1975,-1 %,Aktuel værdi
"Vesterbrogade 12, 1. TH9400 Nørresundby",ndby,1.315.000,18-02-2017,Alm. Salg,19.924,2,Lejlighed,66,1937,2 %,Aktuel værdi
Bakkelygade 369400 Nørresundby,ndby,2.498.000,15-02-2017,Alm. Salg,19.215,4,Villa,130,1960,,Aktuel værdi
Gisselfeldparken 239400 Nørresundby,ndby,2.750.000,13-02-2017,Alm. Salg,18.707,5,Villa,147,1984,-4 %,Aktuel værdi
