address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
Vibyvej 285580 Nørre Aaby,Aaby,445.000,26-04-2017,Alm. Salg,4.362,3,Villa,102,1962,,Aktuel værdi
Assensvej 115580 Nørre Aaby,Aaby,1.750.000,19-04-2017,Alm. Salg,8.974,5,Villa,195,1915,,Aktuel værdi
Tennisvej 115580 Nørre Aaby,Aaby,1.165.000,12-04-2017,Alm. Salg,10.401,4,Villa,112,1938,-9 %,Aktuel værdi
Østergade 795580 Nørre Aaby,Aaby,895.000,10-04-2017,Alm. Salg,5.927,6,Villa,151,1934,0 %,Aktuel værdi
Holmevej 35580 Nørre Aaby,Aaby,977.500,27-03-2017,Alm. Salg,18.443,2,Sommerhus,53,1995,,Aktuel værdi
Fønsvej 385580 Nørre Aaby,Aaby,775.000,24-03-2017,Alm. Salg,6.250,4,Villa,124,1965,-14 %,Aktuel værdi
Fønsvej 75580 Nørre Aaby,Aaby,745.092,23-03-2017,Alm. Salg,7.602,4,Villa,98,1956,,Aktuel værdi
Søndergade 465580 Nørre Aaby,Aaby,875.000,13-03-2017,Alm. Salg,7.954,5,Villa,110,1956,-12 %,Aktuel værdi
Skolevej 45580 Nørre Aaby,Aaby,275.900,01-03-2017,Alm. Salg,1.724,4,Villa,160,1900,,Aktuel værdi
Indslevvej 55580 Nørre Aaby,Aaby,850.000,22-02-2017,Alm. Salg,8.673,4,Villa,98,1850,,Aktuel værdi
Tennisvej 65580 Nørre Aaby,Aaby,762.500,17-02-2017,Alm. Salg,10.166,3,Villa,75,1956,-10 %,Aktuel værdi
Rosenvænget 85580 Nørre Aaby,Aaby,835.000,05-02-2017,Alm. Salg,6.185,5,Villa,135,1929,-7 %,Aktuel værdi
Kagbanken 125580 Nørre Aaby,Aaby,1.025.000,01-02-2017,Alm. Salg,11.388,3,Villa,90,1972,-5 %,Aktuel værdi
Kosmosevej 45580 Nørre Aaby,Aaby,375.000,31-01-2017,Alm. Salg,4.934,5,Villa,76,1860,,Aktuel værdi
Langgyden 275580 Nørre Aaby,Aaby,645.000,31-01-2017,Alm. Salg,6.515,4,Villa,99,1908,-1 %,Aktuel værdi
Gl Assensvej 465580 Nørre Aaby,Aaby,1.110.000,25-01-2017,Alm. Salg,3.313,9,Stuehus,335,1862,1 %,
Margaardvej 495580 Nørre Aaby,Aaby,725.000,16-01-2017,Alm. Salg,6.651,4,Villa,109,1946,-9 %,Aktuel værdi
