address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
Illumøvej 105600 Faaborg,borg,1.572.500,02-05-2017,Fam. Salg,15.725,4,Sommerhus,100,2007,,Aktuel værdi
Kærlighedsstien 45600 Faaborg,borg,910.000,01-05-2017,Fam. Salg,6.691,3,Villa,136,1980,,Aktuel værdi
"Klintealle 1E, ST. 1035600 Faaborg",borg,275.000,01-05-2017,Alm. Salg,6.250,2,Fritid,44,1977,,Aktuel værdi
Multoften 105600 Faaborg,borg,310.000,24-04-2017,Alm. Salg,2.952,5,Villa,105,1966,,Aktuel værdi
"Assensvej 121, 15600 Faaborg",borg,950.000,24-04-2017,Alm. Salg,5.688,5,Anden beboelse,167,1946,,Aktuel værdi
Sandageren 105600 Faaborg,borg,1.190.000,22-04-2017,Alm. Salg,19.193,4,Sommerhus,62,1970,,Aktuel værdi
Egholmvej 285600 Faaborg,borg,1.487.500,21-04-2017,Fam. Salg,16.903,4,Sommerhus,88,1964,,Aktuel værdi
Bøgebjerglund 505600 Faaborg,borg,1.295.000,17-04-2017,Alm. Salg,21.949,3,Sommerhus,59,1969,0 %,Aktuel værdi
Møllevej 35600 Faaborg,borg,925.000,13-04-2017,Alm. Salg,4.039,5,Villa,229,1900,-3 %,Aktuel værdi
Adelgade 115600 Faaborg,borg,700.000,11-04-2017,Alm. Salg,14.583,2,Rækkehus,48,1862,-3 %,Aktuel værdi
Strandgårdsparken 335600 Faaborg,borg,650.000,11-04-2017,Fam. Salg,5.200,4,Villa,125,1987,,Aktuel værdi
Østerled 105600 Faaborg,borg,2.500.000,11-04-2017,Alm. Salg,12.953,8,Villa,193,1950,-11 %,Aktuel værdi
Faurshøjvej 445600 Faaborg,borg,380.000,10-04-2017,Alm. Salg,3.762,4,Villa,101,1877,-5 %,Aktuel værdi
Skolevej 375600 Faaborg,borg,540.000,06-04-2017,Alm. Salg,4.615,4,Villa,117,1978,-9 %,Aktuel værdi
Svendborgvej 2855600 Faaborg,borg,408.040,03-04-2017,Alm. Salg,3.886,4,Villa,105,1955,,Aktuel værdi
Tappernøje 55600 Faaborg,borg,140.000,31-03-2017,Alm. Salg,1.473,3,Villa,95,1917,-49 %,Aktuel værdi
Mejsevej 105600 Faaborg,borg,2.995.000,30-03-2017,Alm. Salg,22.862,5,Sommerhus,131,2007,0 %,Aktuel værdi
Lindevej 315600 Faaborg,borg,1.075.000,30-03-2017,Alm. Salg,12.647,2,Villa,85,1965,,Aktuel værdi
Svendborgvej 3755600 Faaborg,borg,1.150.000,30-03-2017,Alm. Salg,5.348,6,Villa,215,1947,-4 %,Aktuel værdi
Lundevej 35600 Faaborg,borg,650.000,29-03-2017,Alm. Salg,4.276,5,Villa,152,1947,-6 %,Aktuel værdi
Svendborgvej 2005600 Faaborg,borg,4.600.000,28-03-2017,Alm. Salg,20.909,6,Villa,220,1969,-8 %,Aktuel værdi
Sundbjergvej 135600 Faaborg,borg,754.801,24-03-2017,Alm. Salg,4.807,6,Villa,157,1940,-48 %,Aktuel værdi
Revvej 105600 Faaborg,borg,1.250.000,24-03-2017,Alm. Salg,8.928,5,Stuehus,140,1860,14 %,
Klostergade 275600 Faaborg,borg,625.100,23-03-2017,Alm. Salg,8.334,4,Rækkehus,75,1850,-10 %,Aktuel værdi
Sinebjergvej 515600 Faaborg,borg,325.000,23-03-2017,Alm. Salg,1.463,5,Villa,222,1916,,Aktuel værdi
Skarøvej 215600 Faaborg,borg,977.500,23-03-2017,Alm. Salg,13.767,4,Sommerhus,71,1973,,Aktuel værdi
Mosegården 245600 Faaborg,borg,950.000,21-03-2017,Alm. Salg,9.313,5,Sommerhus,102,2004,-5 %,Aktuel værdi
Margrethevang 865600 Faaborg,borg,650.000,15-03-2017,Alm. Salg,6.132,4,Villa,106,1988,,Aktuel værdi
Lille Stege 75600 Faaborg,borg,1.000.000,14-03-2017,Alm. Salg,13.888,4,Sommerhus,72,1967,,Aktuel værdi
Engvej 435600 Faaborg,borg,700.000,09-03-2017,Alm. Salg,8.333,3,Villa,84,1958,,Aktuel værdi
Nyvej 65600 Faaborg,borg,495.000,07-03-2017,Alm. Salg,4.950,4,Villa,100,1967,0 %,Aktuel værdi
"Havnegade 48, ST5600 Faaborg",borg,13.000.000,07-03-2017,Alm. Salg,185.714,2,Lejlighed,70,1987,,Aktuel værdi
Nabgyden 15600 Faaborg,borg,988.852,03-03-2017,Fam. Salg,4.664,3,Stuehus,212,2014,-67 %,
Stilledalsvej 85600 Faaborg,borg,1.425.000,02-03-2017,Alm. Salg,12.837,3,Stuehus,111,1870,-5 %,
