address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
Faaborgvej 85854 Gislev,slev,295.000,01-05-2017,Alm. Salg,3.072,6,Villa,96,1884,,Aktuel værdi
Engdraget 15854 Gislev,slev,460.000,03-04-2017,Alm. Salg,3.172,4,Villa,145,1973,-34 %,Aktuel værdi
Slipager 15854 Gislev,slev,1.150.000,24-03-2017,Alm. Salg,7.876,6,Villa,146,1980,-2 %,Aktuel værdi
Søndervangen 155854 Gislev,slev,800.000,17-03-2017,Alm. Salg,4.301,7,Villa,186,1971,-10 %,Aktuel værdi
Faaborgvej 305854 Gislev,slev,625.000,15-03-2017,Alm. Salg,3.742,6,Villa,167,1777,0 %,Aktuel værdi
Sandagervej 19A5854 Gislev,slev,550.000,10-03-2017,Alm. Salg,4.741,4,Villa,116,1978,-12 %,Aktuel værdi
Håndværkervej 25854 Gislev,slev,700.000,07-03-2017,Alm. Salg,3.825,7,Villa,183,1957,-7 %,Aktuel værdi
Kærsangervænget 35854 Gislev,slev,900.000,16-01-2017,Alm. Salg,5.454,5,Villa,165,1976,-10 %,Aktuel værdi
Rørsangervænget 25854 Gislev,slev,570.000,09-01-2017,Alm. Salg,3.257,1,Villa,175,1977,-18 %,Aktuel værdi
Gransangervænget 25854 Gislev,slev,700.000,28-12-2016,Alm. Salg,5.223,4,Villa,134,1975,-5 %,Aktuel værdi
Søndervangen 235854 Gislev,slev,675.000,22-12-2016,Alm. Salg,5.400,4,Villa,125,1973,4 %,Aktuel værdi
Kildemarken 35854 Gislev,slev,875.000,12-12-2016,Alm. Salg,4.943,5,Villa,177,1971,-12 %,Aktuel værdi
Engdraget 125854 Gislev,slev,987.500,03-12-2016,Alm. Salg,6.810,4,Villa,145,1972,-17 %,Aktuel værdi
Lamdrupvej 45854 Gislev,slev,140.000,16-11-2016,Alm. Salg,945,7,Villa,148,1915,,Aktuel værdi
"Ørbækvej 30, ST. TV5854 Gislev",slev,900.000,07-11-2016,Alm. Salg,6.923,5,Villa,130,1948,,Aktuel værdi
Stenhuggervej 65854 Gislev,slev,700.000,03-11-2016,Alm. Salg,4.895,4,Villa,143,1974,,Aktuel værdi
Ravndrupvej 11A5854 Gislev,slev,650.000,31-10-2016,Alm. Salg,3.095,6,Stuehus,210,1915,,
Ravndrupvej 85854 Gislev,slev,180.000,27-10-2016,Alm. Salg,947,8,Stuehus,190,1900,,
Apotekervej 55854 Gislev,slev,995.000,12-10-2016,Alm. Salg,7.370,6,Villa,135,1907,,Aktuel værdi
Sandagervej 205854 Gislev,slev,1.992.000,12-10-2016,Alm. Salg,10.375,7,Stuehus,192,1858,0 %,
Lykkesholmsvej 25854 Gislev,slev,225.000,21-09-2016,Alm. Salg,1.500,4,Villa,150,1902,-55 %,Aktuel værdi
Holmevænget 85854 Gislev,slev,629.000,07-09-2016,Fam. Salg,5.072,5,Villa,124,1972,,Aktuel værdi
Holmevænget 205854 Gislev,slev,635.000,29-08-2016,Alm. Salg,5.336,4,Villa,119,1972,-9 %,Aktuel værdi
Lamdrupvej 495854 Gislev,slev,635.000,22-08-2016,Alm. Salg,5.381,5,Villa,118,1890,,Aktuel værdi
Ørbækvej 845854 Gislev,slev,300.000,22-08-2016,Alm. Salg,2.027,3,Villa,148,1877,0 %,Aktuel værdi
Genvej 15854 Gislev,slev,730.000,20-06-2016,Alm. Salg,6.083,4,Villa,120,1976,-6 %,Aktuel værdi
Præstevænget 65854 Gislev,slev,800.000,17-06-2016,Alm. Salg,9.876,3,Stuehus,81,1931,-68 %,
Lykkesholmsvej 75854 Gislev,slev,1.795.000,09-05-2016,Alm. Salg,6.084,10,Stuehus,295,1850,,
Ravndrupvej 235854 Gislev,slev,211.400,07-01-2016,Auktion,1.438,4,Villa,147,1867,,Aktuel værdi
Blåmejsevænget 35854 Gislev,slev,500.000,13-12-2015,Alm. Salg,3.968,4,Villa,126,1974,-9 %,Aktuel værdi
Svinget 45854 Gislev,slev,200.000,24-11-2015,Andet,1.388,5,Villa,144,1900,,Aktuel værdi
Lykkesholmsvej 35854 Gislev,slev,700.000,19-10-2015,Alm. Salg,5.303,4,Villa,132,1931,-6 %,Aktuel værdi
Degnemarken 15854 Gislev,slev,240.000,08-10-2015,Auktion,2.033,4,Villa,118,1964,-58 %,Aktuel værdi
Rørsangervænget 15854 Gislev,slev,458.300,08-10-2015,Auktion,2.995,7,Villa,153,1977,-34 %,Aktuel værdi
Ørbækvej 15854 Gislev,slev,155.000,07-10-2015,Auktion,1.383,5,Villa,112,1850,,Aktuel værdi
Holmevej 255854 Gislev,slev,200.000,01-10-2015,Alm. Salg,2.469,6,Villa,81,1959,-32 %,Aktuel værdi
Mosevej 115854 Gislev,slev,75.000,24-09-2015,Alm. Salg,1.630,3,Villa,46,1942,,Aktuel værdi
Ravndrupvej 135854 Gislev,slev,575.000,21-07-2015,Alm. Salg,4.423,3,Villa,130,1857,-17 %,Aktuel værdi
Ørbækvej 985854 Gislev,slev,350.000,08-07-2015,Fam. Salg,2.966,3,Villa,118,1930,-11 %,Aktuel værdi
Sandagervej 265854 Gislev,slev,1.095.000,25-06-2015,Alm. Salg,5.214,5,Villa,210,1900,0 %,Aktuel værdi
Degnemarken 25854 Gislev,slev,350.000,09-06-2015,Andet,3.211,4,Villa,109,1964,,Aktuel værdi
Faaborgvej 225854 Gislev,slev,450.000,21-05-2015,Fam. Salg,3.571,5,Villa,126,1950,,Aktuel værdi
Bytoften 75854 Gislev,slev,600.000,16-04-2015,Alm. Salg,4.477,5,Villa,134,1967,-8 %,Aktuel værdi
Løvsangervænget 25854 Gislev,slev,300.000,31-03-2015,Alm. Salg,2.362,4,Villa,127,1978,,Aktuel værdi
Ørbækvej 475854 Gislev,slev,1.450.000,18-03-2015,Alm. Salg,6.196,5,Villa,234,1880,-6 %,Aktuel værdi
Sveltekrogen 65854 Gislev,slev,380.000,11-03-2015,Andet,2.000,7,Villa,190,1860,,Aktuel værdi
Østervang 25854 Gislev,slev,665.000,04-03-2015,Alm. Salg,5.541,4,Villa,120,1970,-4 %,Aktuel værdi
Ørbækvej 965854 Gislev,slev,750.000,22-02-2015,Alm. Salg,5.859,5,Villa,128,1932,-3 %,Aktuel værdi
Lamdrupvej 335854 Gislev,slev,1.350.000,15-02-2015,Alm. Salg,7.803,6,Villa,173,1914,-3 %,Aktuel værdi
Præstevænget 125854 Gislev,slev,1.050.000,13-02-2015,Alm. Salg,6.645,6,Stuehus,158,1931,,
Tornsangervænget 15854 Gislev,slev,440.000,09-02-2015,Alm. Salg,2.682,6,Villa,164,1976,,Aktuel værdi
Kildemarken 75854 Gislev,slev,500.000,06-02-2015,Alm. Salg,4.166,4,Villa,120,1973,-16 %,Aktuel værdi
Gislev Lærkevej 245854 Gislev,slev,315.000,02-02-2015,Andet,2.863,4,Villa,110,1967,,Aktuel værdi
Kohavevej 75854 Gislev,slev,1.088.000,02-02-2015,Alm. Salg,6.886,5,Stuehus,158,1900,,
Ørbækvej 275854 Gislev,slev,582.754,15-01-2015,Andet,4.075,6,Villa,143,1929,,Aktuel værdi
Ørbækvej 45854 Gislev,slev,675.000,12-01-2015,Alm. Salg,5.869,3,Villa,115,1977,-3 %,Aktuel værdi
Nordsangervænget 25854 Gislev,slev,320.000,17-12-2014,Andet,5.423,1,Rækkehus,59,1977,,Aktuel værdi
Bygmestervej 25854 Gislev,slev,3.150.000,17-12-2014,Andet,17.119,8,Villa,184,1969,,Aktuel værdi
Gislev Lærkevej 135854 Gislev,slev,850.000,23-11-2014,Alm. Salg,7.798,3,Villa,109,1968,-5 %,Aktuel værdi
Bytoften 55854 Gislev,slev,419.728,18-11-2014,Andet,2.874,5,Villa,146,1970,,Aktuel værdi
Apotekervej 65854 Gislev,slev,595.000,13-11-2014,Alm. Salg,5.721,3,Villa,104,1982,-14 %,Aktuel værdi
Holmevænget 125854 Gislev,slev,780.000,23-10-2014,Alm. Salg,6.842,4,Villa,114,1972,-2 %,Aktuel værdi
Skelvænget 345854 Gislev,slev,650.000,11-09-2014,Alm. Salg,7.386,3,Villa,88,2000,-6 %,Aktuel værdi
Søndervangen 135854 Gislev,slev,867.500,05-09-2014,Alm. Salg,6.673,3,Villa,130,1973,-2 %,Aktuel værdi
Bjergager 175854 Gislev,slev,1.400.000,01-08-2014,Alm. Salg,10.447,5,Villa,134,1999,-6 %,Aktuel værdi
Lykkesholmsvej 45854 Gislev,slev,539.500,03-06-2014,Fam. Salg,3.695,5,Villa,146,1900,,Aktuel værdi
Stenhuggervej 45854 Gislev,slev,1.200.000,03-06-2014,Alm. Salg,8.219,5,Villa,146,1976,-5 %,Aktuel værdi
Skolegyden 15854 Gislev,slev,275.000,22-05-2014,Alm. Salg,2.291,5,Villa,120,1922,-8 %,Aktuel værdi
Søltvej 305854 Gislev,slev,865.000,01-04-2014,Alm. Salg,8.238,3,Villa,105,1907,,Aktuel værdi
