address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
Vejenvej 17A6600 Vejen,ejen,865.000,09-05-2017,Alm. Salg,5.580,8,Villa,155,1900,-3 %,Aktuel værdi
Bogfinkevej 186600 Vejen,ejen,1.535.000,04-05-2017,Alm. Salg,10.734,5,Villa,143,1973,-1 %,Aktuel værdi
Damhus 36600 Vejen,ejen,720.000,03-05-2017,Alm. Salg,7.346,4,Villa,98,1979,-9 %,Aktuel værdi
Kirsebærvej 776600 Vejen,ejen,1.295.000,01-05-2017,Alm. Salg,11.460,4,Villa,113,1979,-6 %,Aktuel værdi
Gammelbyvej 266600 Vejen,ejen,600.000,21-04-2017,Alm. Salg,4.687,4,Villa,128,1922,-7 %,Aktuel værdi
Kirkevej 276600 Vejen,ejen,285.000,07-04-2017,Alm. Salg,2.878,4,Villa,99,1946,-12 %,Aktuel værdi
Fabriksvej 96600 Vejen,ejen,1.495.000,05-04-2017,Alm. Salg,13.114,4,Villa,114,1960,0 %,Aktuel værdi
"Fynsgade 15, 1. TV6600 Vejen",ejen,785.000,04-04-2017,Alm. Salg,10.466,2,Lejlighed,75,1958,,Aktuel værdi
Blommevænget 26600 Vejen,ejen,2.400.000,31-03-2017,Alm. Salg,10.619,8,Villa,226,1976,,Aktuel værdi
Mannehøj 2216600 Vejen,ejen,3.995.000,31-03-2017,Alm. Salg,16.440,6,Villa,243,2008,0 %,Aktuel værdi
Høgevej 11C6600 Vejen,ejen,895.000,29-03-2017,Alm. Salg,10.529,3,Rækkehus,85,1978,,Aktuel værdi
Rosengade 566600 Vejen,ejen,505.000,27-03-2017,Alm. Salg,7.769,3,Villa,65,1975,-8 %,Aktuel værdi
Anemonevej 166600 Vejen,ejen,795.000,24-03-2017,Alm. Salg,5.760,5,Villa,138,1961,,Aktuel værdi
Præstestræde 76600 Vejen,ejen,2.600.000,24-03-2017,Alm. Salg,10.878,6,Villa,239,2002,-7 %,Aktuel værdi
Kastanievej 26600 Vejen,ejen,1.445.000,21-03-2017,Alm. Salg,9.031,3,Villa,160,1969,0 %,Aktuel værdi
Otteshavevej 66600 Vejen,ejen,9.535.000,20-03-2017,Alm. Salg,33.456,11,Stuehus,285,1937,,
"Skibelund Krat 4, 16600 Vejen",ejen,1.857.500,20-03-2017,Fam. Salg,15.351,4,Lejlighed,121,1908,,Aktuel værdi
Baslund 1036600 Vejen,ejen,2.050.000,13-03-2017,Alm. Salg,12.130,6,Villa,169,1997,-2 %,Aktuel værdi
Humlevej 106600 Vejen,ejen,750.000,12-03-2017,Alm. Salg,5.319,5,Villa,141,1966,-13 %,Aktuel værdi
Rugvænget 366600 Vejen,ejen,1.300.000,10-03-2017,Alm. Salg,5.990,9,Villa,217,1925,-57 %,Aktuel værdi
Kongehøj 296600 Vejen,ejen,2.475.000,10-03-2017,Alm. Salg,18.470,5,Villa,134,2007,-8 %,Aktuel værdi
Thomsensvej 56600 Vejen,ejen,600.000,08-03-2017,Alm. Salg,7.228,4,Villa,83,1959,-25 %,Aktuel værdi
Vangevej 16600 Vejen,ejen,1.350.000,27-02-2017,Alm. Salg,4.272,10,Villa,316,1913,-10 %,Aktuel værdi
Dalgas Alle 76600 Vejen,ejen,1.100.000,26-02-2017,Fam. Salg,9.016,5,Rækkehus,122,1968,,Aktuel værdi
Kirsebærvej 896600 Vejen,ejen,1.315.000,17-02-2017,Alm. Salg,6.994,5,Villa,188,1980,-6 %,Aktuel værdi
Malt Mosevej 126600 Vejen,ejen,2.700.000,16-02-2017,Alm. Salg,12.217,5,Villa,221,2009,-10 %,Aktuel værdi
Frederiksbergvej 256600 Vejen,ejen,310.000,14-02-2017,Alm. Salg,2.440,3,Villa,127,1900,,Aktuel værdi
Ahorngade 56600 Vejen,ejen,1.395.000,14-02-2017,Alm. Salg,10.333,4,Villa,135,1918,0 %,Aktuel værdi
Akacievej 46600 Vejen,ejen,945.000,13-02-2017,Alm. Salg,8.146,4,Villa,116,1973,,Aktuel værdi
Morbærvej 786600 Vejen,ejen,700.000,10-02-2017,Andet,3.723,7,Villa,188,1977,-50 %,Aktuel værdi
Gl. Skolevej 166600 Vejen,ejen,1.250.000,06-02-2017,Andet,6.067,6,Stuehus,206,1903,,
Mindevej 76600 Vejen,ejen,1.025.000,27-01-2017,Alm. Salg,7.592,5,Villa,135,1933,0 %,Aktuel værdi
Høgevej 14A6600 Vejen,ejen,610.000,27-01-2017,Alm. Salg,7.176,3,Rækkehus,85,1978,-12 %,Aktuel værdi
Gejsingvej 116600 Vejen,ejen,700.000,26-01-2017,Alm. Salg,5.072,4,Villa,138,1850,-10 %,Aktuel værdi
Rosengade 30E6600 Vejen,ejen,475.000,25-01-2017,Auktion,7.786,2,Rækkehus,61,1986,,Aktuel værdi
Mannehøj 396600 Vejen,ejen,1.565.000,18-01-2017,Alm. Salg,13.608,4,Rækkehus,115,2008,,Aktuel værdi
Skjoldborgsvej 176600 Vejen,ejen,970.000,17-01-2017,Alm. Salg,7.348,4,Villa,132,1964,-3 %,Aktuel værdi
Vejenvej 236600 Vejen,ejen,600.000,12-01-2017,Alm. Salg,2.843,7,Villa,211,1908,-62 %,Aktuel værdi
Lykkegårdsvej 86600 Vejen,ejen,4.375.000,12-01-2017,Alm. Salg,21.237,4,Stuehus,206,1916,,
Høgevej 176600 Vejen,ejen,615.000,10-01-2017,Alm. Salg,7.235,4,Rækkehus,85,1977,,Aktuel værdi
Sapvej 1A6600 Vejen,ejen,109.480,09-01-2017,Fam. Salg,829,4,Villa,132,1976,,Aktuel værdi
Grunnetsgade 306600 Vejen,ejen,1.750.000,07-01-2017,Alm. Salg,10.479,5,Villa,167,2009,-8 %,Aktuel værdi
Hvedevænget 356600 Vejen,ejen,1.475.000,06-01-2017,Alm. Salg,8.428,6,Villa,175,1973,-1 %,Aktuel værdi
Kongeåvej 506600 Vejen,ejen,290.000,05-01-2017,Alm. Salg,2.900,3,Stuehus,100,1906,,
Rosengade 18A6600 Vejen,ejen,550.000,03-01-2017,Alm. Salg,11.000,2,Rækkehus,50,1988,,Aktuel værdi
Damhus 666600 Vejen,ejen,2.300.000,29-12-2016,Alm. Salg,11.675,6,Villa,197,1980,-4 %,Aktuel værdi
Dalgårdsvej 376600 Vejen,ejen,1.260.000,25-12-2016,Alm. Salg,10.500,4,Villa,120,1988,-8 %,Aktuel værdi
Rølkjær 356600 Vejen,ejen,2.940.000,23-12-2016,Alm. Salg,16.704,4,Villa,176,2006,,Aktuel værdi
Lynggårdsvej 256600 Vejen,ejen,1.450.000,23-12-2016,Alm. Salg,10.820,4,Rækkehus,134,2002,-3 %,Aktuel værdi
Ryttervej 136600 Vejen,ejen,390.000,22-12-2016,Alm. Salg,3.714,4,Villa,105,1924,-1 %,Aktuel værdi
Morbærvej 676600 Vejen,ejen,1.200.000,22-12-2016,Fam. Salg,5.555,5,Villa,216,1976,,Aktuel værdi
Solsortevej 106600 Vejen,ejen,1.300.000,20-12-2016,Alm. Salg,9.154,4,Villa,142,1969,,Aktuel værdi
Morbærvej 696600 Vejen,ejen,1.750.000,20-12-2016,Alm. Salg,10.233,4,Villa,171,1976,-3 %,Aktuel værdi
Kongeåvej 596600 Vejen,ejen,1.995.000,19-12-2016,Alm. Salg,16.088,4,Stuehus,124,1840,,
Lynggårdsvej 16600 Vejen,ejen,1.525.000,16-12-2016,Alm. Salg,6.931,7,Villa,220,1918,-2 %,Aktuel værdi
Vamdrupvej 5A6600 Vejen,ejen,30.000,15-12-2016,Auktion,260,4,Villa,115,1882,,Aktuel værdi
Solvang 116600 Vejen,ejen,1.335.000,13-12-2016,Alm. Salg,9.604,4,Villa,139,1940,-4 %,Aktuel værdi
Allegade 466600 Vejen,ejen,1.540.000,12-12-2016,Fam. Salg,13.750,3,Lejlighed,112,2008,,Aktuel værdi
Østervang 166600 Vejen,ejen,1.250.000,11-12-2016,Alm. Salg,8.503,5,Villa,147,2003,5 %,Aktuel værdi
Estrupvej 76600 Vejen,ejen,669.500,10-12-2016,Fam. Salg,4.617,4,Villa,145,1944,,Aktuel værdi
Vester Alle 256600 Vejen,ejen,689.491,10-12-2016,Fam. Salg,4.419,5,Villa,156,1931,,Aktuel værdi
Øster Alle 676600 Vejen,ejen,682.500,26-11-2016,Fam. Salg,4.674,4,Villa,146,1922,,Aktuel værdi
Rølkjær 316600 Vejen,ejen,2.308.000,24-11-2016,Alm. Salg,16.724,4,Villa,138,2008,-4 %,Aktuel værdi
Neptunvej 66600 Vejen,ejen,1.795.000,24-11-2016,Alm. Salg,9.020,7,Villa,199,1972,-5 %,Aktuel værdi
Rosengade 676600 Vejen,ejen,1.100.000,23-11-2016,Alm. Salg,9.565,4,Villa,115,1944,,Aktuel værdi
