address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
Pilevej 149575 Terndrup,drup,1.425.000,14-04-2017,Alm. Salg,6.818,6,Villa,209,1976,-10 %,Aktuel værdi
Solsortevej 29575 Terndrup,drup,950.000,06-04-2017,Alm. Salg,6.168,4,Villa,154,1975,,Aktuel værdi
Hedevej 319575 Terndrup,drup,790.000,06-04-2017,Alm. Salg,3.160,12,Villa,250,1897,-19 %,Aktuel værdi
Pilevej 349575 Terndrup,drup,816.000,23-03-2017,Fam. Salg,4.080,5,Villa,200,1974,,Aktuel værdi
Aavangen 59575 Terndrup,drup,775.000,09-03-2017,Alm. Salg,3.326,7,Villa,233,1970,-13 %,Aktuel værdi
Hadsundvej 29575 Terndrup,drup,550.000,07-03-2017,Alm. Salg,2.820,6,Villa,195,1927,,Aktuel værdi
Hadsundvej 169575 Terndrup,drup,1.025.000,16-02-2017,Alm. Salg,4.575,7,Villa,224,1907,-9 %,Aktuel værdi
Skørpingvej 289575 Terndrup,drup,525.000,15-02-2017,Alm. Salg,5.833,4,Stuehus,90,1924,,
Hadsundvej 639575 Terndrup,drup,1.225.000,03-02-2017,Fam. Salg,5.061,7,Stuehus,242,1906,,
Egevej 19575 Terndrup,drup,1.500.000,12-01-2017,Alm. Salg,9.202,5,Villa,163,1971,-12 %,Aktuel værdi
Kastanievej 229575 Terndrup,drup,800.000,29-11-2016,Alm. Salg,6.837,4,Villa,117,1981,-11 %,Aktuel værdi
Højmarken 189575 Terndrup,drup,1.475.000,24-11-2016,Alm. Salg,7.023,6,Villa,210,1973,-8 %,Aktuel værdi
Aavangen 79575 Terndrup,drup,1.575.000,15-11-2016,Alm. Salg,8.798,7,Villa,179,1972,,Aktuel værdi
Solsortevej 159575 Terndrup,drup,810.000,06-10-2016,Alm. Salg,6.377,4,Villa,127,1977,-7 %,Aktuel værdi
Bymidten 69575 Terndrup,drup,1.182.500,05-10-2016,Alm. Salg,5.326,7,Villa,222,1980,-9 %,Aktuel værdi
Bælumvej 129575 Terndrup,drup,1.000.000,17-09-2016,Alm. Salg,7.246,4,Villa,138,1934,-9 %,Aktuel værdi
Rypevej 259575 Terndrup,drup,900.000,12-07-2016,Alm. Salg,7.627,3,Villa,118,1975,-5 %,Aktuel værdi
Solsortevej 19575 Terndrup,drup,960.000,21-06-2016,Alm. Salg,8.000,5,Villa,120,1976,,Aktuel værdi
Terndrup Skovbrynet 19575 Terndrup,drup,750.000,06-06-2016,Alm. Salg,7.500,2,Villa,100,1960,-6 %,Aktuel værdi
Trinnerupvej 29575 Terndrup,drup,1.700.000,24-05-2016,Alm. Salg,9.392,8,Stuehus,181,1942,-3 %,
Bælumvej 99575 Terndrup,drup,625.000,14-05-2016,Alm. Salg,2.990,6,Villa,209,1967,-26 %,Aktuel værdi
Spurvevej 79575 Terndrup,drup,750.000,06-05-2016,Alm. Salg,6.696,4,Villa,112,1976,-6 %,Aktuel værdi
Kastanievej 109575 Terndrup,drup,304.000,19-04-2016,Auktion,2.393,4,Rækkehus,127,1979,,Aktuel værdi
Ahornvej 459575 Terndrup,drup,950.000,18-04-2016,Alm. Salg,5.654,6,Villa,168,1976,-5 %,Aktuel værdi
Glerupvej 959575 Terndrup,drup,1.680.000,13-04-2016,Alm. Salg,11.586,5,Stuehus,145,1930,-6 %,
Skørpingvej 389575 Terndrup,drup,638.000,01-04-2016,Alm. Salg,6.134,3,Villa,104,1937,,Aktuel værdi
"Hadsundvej 22B, 19575 Terndrup",drup,600.000,31-03-2016,Alm. Salg,8.333,2,Lejlighed,72,1937,,Aktuel værdi
Ahornvej 259575 Terndrup,drup,960.000,22-03-2016,Alm. Salg,6.575,5,Villa,146,1974,-8 %,Aktuel værdi
Bælumvej 259575 Terndrup,drup,15.900,21-03-2016,Alm. Salg,94,6,Stuehus,169,1904,,
Kastanievej 19575 Terndrup,drup,895.000,28-02-2016,Fam. Salg,5.424,5,Villa,165,1983,,Aktuel værdi
Spættevej 59575 Terndrup,drup,625.000,10-02-2016,Alm. Salg,6.944,3,Rækkehus,90,1984,-10 %,Aktuel værdi
Skovvej 139575 Terndrup,drup,550.000,18-01-2016,Alm. Salg,4.583,4,Villa,120,1942,-15 %,Aktuel værdi
Bredalsvej 49575 Terndrup,drup,1.100.000,05-01-2016,Fam. Salg,7.534,5,Villa,146,1948,,Aktuel værdi
Pilevej 589575 Terndrup,drup,725.000,18-12-2015,Alm. Salg,4.898,4,Villa,148,1979,-9 %,Aktuel værdi
Apotekerhaven 59575 Terndrup,drup,300.000,15-12-2015,Alm. Salg,4.477,3,Rækkehus,67,1984,,Aktuel værdi
Bælumvej 10A9575 Terndrup,drup,400.000,01-12-2015,Alm. Salg,3.669,3,Lejlighed,109,1900,,Aktuel værdi
Terndrup Skovbrynet 159575 Terndrup,drup,1.175.000,25-11-2015,Alm. Salg,10.307,5,Villa,114,1963,-6 %,Aktuel værdi
"Bælumvej 10B, ST9575 Terndrup",drup,220.000,24-11-2015,Auktion,3.013,3,Lejlighed,73,1900,,Aktuel værdi
Ådalen 479575 Terndrup,drup,1.215.000,16-11-2015,Fam. Salg,7.319,5,Villa,166,2012,,Aktuel værdi
Hadsundvej 519575 Terndrup,drup,420.000,27-10-2015,Alm. Salg,3.281,4,Villa,128,1952,-23 %,Aktuel værdi
Pilevej 259575 Terndrup,drup,750.000,22-10-2015,Alm. Salg,7.894,4,Villa,95,1974,-6 %,Aktuel værdi
Højmarken 129575 Terndrup,drup,1.015.000,19-10-2015,Alm. Salg,8.388,3,Villa,121,1965,,Aktuel værdi
Mølledamsvej 39575 Terndrup,drup,950.000,14-10-2015,Alm. Salg,5.135,5,Villa,185,1957,,Aktuel værdi
Spurvevej 109575 Terndrup,drup,395.000,04-10-2015,Alm. Salg,3.526,5,Villa,112,1976,0 %,Aktuel værdi
Hedevej 89575 Terndrup,drup,600.000,28-07-2015,Alm. Salg,4.651,4,Villa,129,1900,-7 %,Aktuel værdi
"Kastanievej 2B, 1. TV9575 Terndrup",drup,305.000,28-05-2015,Alm. Salg,3.910,3,Lejlighed,78,1986,,Aktuel værdi
Skørpingvej 549575 Terndrup,drup,183.273,27-05-2015,Alm. Salg,1.593,4,Villa,115,1900,-72 %,Aktuel værdi
Skørpingvej 159575 Terndrup,drup,312.857,28-04-2015,Fam. Salg,2.744,3,Sommerhus,114,1877,-22 %,Aktuel værdi
Stærevej 199575 Terndrup,drup,397.117,23-04-2015,Alm. Salg,2.481,5,Villa,160,2016,,Aktuel værdi
Hadsundvej 479575 Terndrup,drup,1.250.000,10-04-2015,Alm. Salg,6.443,6,Villa,194,1955,-3 %,Aktuel værdi
Elvej 59575 Terndrup,drup,269.300,07-04-2015,Auktion,986,8,Villa,273,1885,,Aktuel værdi
Anemonelunden 209575 Terndrup,drup,398.000,01-04-2015,Alm. Salg,2.163,7,Villa,184,2016,,Aktuel værdi
Hadsundvej 389575 Terndrup,drup,495.000,26-03-2015,Alm. Salg,4.380,4,Villa,113,1937,-6 %,Aktuel værdi
Hadsundvej 229575 Terndrup,drup,70.000,24-03-2015,Auktion,350,7,Villa,200,1897,,Aktuel værdi
Solsortevej 59575 Terndrup,drup,925.000,10-03-2015,Alm. Salg,7.644,3,Villa,121,1977,-5 %,Aktuel værdi
Hedevej 249575 Terndrup,drup,210.000,04-03-2015,Alm. Salg,1.500,7,Villa,140,1897,,Aktuel værdi
Elvej 39575 Terndrup,drup,575.000,27-02-2015,Alm. Salg,5.424,4,Villa,106,1977,-17 %,Aktuel værdi
Aalborgvej 139575 Terndrup,drup,880.000,08-02-2015,Alm. Salg,6.616,4,Villa,133,1985,-20 %,Aktuel værdi
Anemonelunden 309575 Terndrup,drup,515.000,05-02-2015,Alm. Salg,2.845,5,Villa,181,2015,,Aktuel værdi
Poppelvej 49575 Terndrup,drup,1.249.000,27-01-2015,Alm. Salg,9.682,5,Villa,129,1978,0 %,Aktuel værdi
Østermarksvej 69575 Terndrup,drup,550.000,28-11-2014,Alm. Salg,4.910,5,Villa,112,1964,,Aktuel værdi
Astrupvej 2B9575 Terndrup,drup,1.700.000,21-11-2014,Alm. Salg,10.240,5,Stuehus,166,1877,,
Hadsundvej 509575 Terndrup,drup,310.000,08-11-2014,Alm. Salg,3.827,4,Villa,81,1952,,Aktuel værdi
Terndrup Skovbrynet 39575 Terndrup,drup,1.450.000,31-10-2014,Alm. Salg,8.787,7,Villa,165,1962,-9 %,Aktuel værdi
