address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
Søgårdsvej 246823 Ansager,ager,582.500,05-05-2017,Alm. Salg,9.708,4,Sommerhus,60,1977,-2 %,Aktuel værdi
Mølbyvej 36823 Ansager,ager,200.000,28-04-2017,Alm. Salg,2.222,2,Villa,90,1926,-20 %,Aktuel værdi
Søgårdsvej 576823 Ansager,ager,375.000,27-04-2017,Alm. Salg,7.978,3,Sommerhus,47,1980,-5 %,Aktuel værdi
Østergade 456823 Ansager,ager,600.000,18-04-2017,Fam. Salg,5.309,4,Villa,113,1965,,Aktuel værdi
Søgårdsvej 446823 Ansager,ager,715.000,06-04-2017,Alm. Salg,12.543,4,Sommerhus,57,1982,-10 %,Aktuel værdi
Østre Alle 116823 Ansager,ager,650.000,29-03-2017,Alm. Salg,7.738,3,Villa,84,1964,-6 %,Aktuel værdi
Søgårdsvej 216823 Ansager,ager,835.000,23-03-2017,Alm. Salg,9.709,3,Sommerhus,86,1988,-7 %,Aktuel værdi
Vejlevej 636823 Ansager,ager,1.179.747,26-02-2017,Fam. Salg,6.703,6,Stuehus,176,1908,,
Krogagervej 116823 Ansager,ager,1.942.000,22-02-2017,Alm. Salg,6.814,5,Stuehus,285,1920,-3 %,
Sønderbro 386823 Ansager,ager,1.435.000,20-02-2017,Alm. Salg,7.000,8,Stuehus,205,1900,,
Frifeltvej 146823 Ansager,ager,2.800.000,16-02-2017,Alm. Salg,11.764,6,Villa,238,2015,-7 %,Aktuel værdi
Allegade 156823 Ansager,ager,495.000,10-02-2017,Alm. Salg,2.812,4,Villa,176,1931,,Aktuel værdi
Lindegade 16823 Ansager,ager,190.000,03-02-2017,Alm. Salg,1.027,3,Villa,185,1900,,Aktuel værdi
Hovedgaden 296823 Ansager,ager,1.535.000,02-02-2017,Alm. Salg,10.659,6,Villa,144,1942,,Aktuel værdi
Fiskerivej 106823 Ansager,ager,1.000.000,25-01-2017,Alm. Salg,5.434,7,Villa,184,1972,,Aktuel værdi
Lærkevænget 36823 Ansager,ager,2.635.000,25-01-2017,Alm. Salg,10.711,11,Villa,246,1921,-1 %,Aktuel værdi
Skovlundvej 96823 Ansager,ager,565.500,10-01-2017,Alm. Salg,2.618,10,Stuehus,216,1910,,
Kvievej 116823 Ansager,ager,68.707,04-01-2017,Auktion,6.870,1,Rækkehus,10,1977,,Aktuel værdi
Frifeltvej 56823 Ansager,ager,1.600.000,02-01-2017,Alm. Salg,9.248,6,Stuehus,173,1929,0 %,
Kvievej 226823 Ansager,ager,1.216.616,04-12-2016,Alm. Salg,12.414,4,Stuehus,98,1882,-3 %,
Gårdevej 336823 Ansager,ager,1.512.500,29-11-2016,Andet,7.378,6,Stuehus,205,1896,,
