address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
Fjordbakken 418930 Randers NØ,s NØ,960.000,04-05-2017,Alm. Salg,8.000,3,Villa,120,1973,-4 %,Aktuel værdi
Christiansborgvej 198930 Randers NØ,s NØ,466.312,04-05-2017,Fam. Salg,4.399,3,Villa,106,1920,,Aktuel værdi
Dronningborg Boulevard 358930 Randers NØ,s NØ,1.150.000,03-05-2017,Alm. Salg,10.648,4,Villa,108,1948,,Aktuel værdi
Egevej 98930 Randers NØ,s NØ,1.545.000,25-04-2017,Alm. Salg,9.537,4,Villa,162,1971,-3 %,Aktuel værdi
Svinget 638930 Randers NØ,s NØ,1.500.000,21-04-2017,Alm. Salg,35.714,2,Sommerhus,42,1982,-3 %,Aktuel værdi
Klostervej 48930 Randers NØ,s NØ,1.895.000,21-04-2017,Alm. Salg,14.689,5,Villa,129,1950,0 %,Aktuel værdi
Løvenholmvej 6H8930 Randers NØ,s NØ,575.000,21-04-2017,Alm. Salg,9.274,1,Lejlighed,62,1975,,Aktuel værdi
"Lathyrusvej 2, ST. TV8930 Randers NØ",s NØ,395.000,19-04-2017,Alm. Salg,5.808,3,Lejlighed,68,1956,0 %,Aktuel værdi
Tjærbyvej 238930 Randers NØ,s NØ,439.233,19-04-2017,Alm. Salg,4.392,3,Villa,100,1924,,Aktuel værdi
"Lervangen 57, 1. TV8930 Randers NØ",s NØ,900.000,18-04-2017,Alm. Salg,13.043,3,Lejlighed,69,1957,,Aktuel værdi
Infanterivej 36G8930 Randers NØ,s NØ,970.000,18-04-2017,Alm. Salg,11.279,3,Rækkehus,86,1956,-2 %,Aktuel værdi
"Infanterivej 14, ST. 1168930 Randers NØ",s NØ,405.000,06-04-2017,Andet,5.062,2,Lejlighed,80,1970,,Aktuel værdi
"Infanterivej 14, 1. 1248930 Randers NØ",s NØ,405.000,06-04-2017,Andet,5.062,2,Lejlighed,80,1970,,Aktuel værdi
"Infanterivej 14, ST. 1178930 Randers NØ",s NØ,405.000,06-04-2017,Andet,5.000,2,Lejlighed,81,1970,,Aktuel værdi
"Infanterivej 32, ST. 38930 Randers NØ",s NØ,158.337,06-04-2017,Andet,1.979,2,Lejlighed,80,1968,,Aktuel værdi
Friheden 178930 Randers NØ,s NØ,520.000,04-04-2017,Alm. Salg,10.400,3,Villa,50,1957,-20 %,Aktuel værdi
"Lathyrusvej 10, ST. TH8930 Randers NØ",s NØ,645.000,30-03-2017,Alm. Salg,10.078,3,Lejlighed,64,1954,0 %,Aktuel værdi
Poppelvej 188930 Randers NØ,s NØ,1.875.000,29-03-2017,Alm. Salg,13.586,5,Villa,138,1972,-1 %,Aktuel værdi
Mejlgårdsvej 18930 Randers NØ,s NØ,890.000,28-03-2017,Alm. Salg,7.542,4,Villa,118,1972,-11 %,Aktuel værdi
Lindbjergvej 948930 Randers NØ,s NØ,40.000,22-03-2017,Alm. Salg,157,9,Stuehus,254,1872,,
Valløvej 68930 Randers NØ,s NØ,1.350.000,16-03-2017,Alm. Salg,10.800,4,Villa,125,1963,-5 %,Aktuel værdi
"Meisnersgade 9, 28930 Randers NØ",s NØ,1.285.000,12-03-2017,Alm. Salg,13.817,3,Lejlighed,93,1908,-4 %,Aktuel værdi
Almisbakken 98930 Randers NØ,s NØ,1.450.000,11-03-2017,Alm. Salg,7.880,7,Villa,184,1968,,Aktuel værdi
Skovvej 68930 Randers NØ,s NØ,311.000,08-03-2017,Alm. Salg,2.827,4,Villa,110,1967,,Aktuel værdi
"Løvenholmvej 8D, 1. 2418930 Randers NØ",s NØ,475.000,08-03-2017,Alm. Salg,7.421,2,Lejlighed,64,1975,,Aktuel værdi
Nørreskovvej 78930 Randers NØ,s NØ,665.000,07-03-2017,Alm. Salg,6.045,2,Villa,110,1880,0 %,Aktuel værdi
Kildevældet 228930 Randers NØ,s NØ,3.450.000,07-03-2017,Alm. Salg,16.666,6,Villa,207,2003,-4 %,Aktuel værdi
Mærsk Andersens Vej 58930 Randers NØ,s NØ,2.235.000,07-03-2017,Alm. Salg,16.555,4,Villa,135,1960,,Aktuel værdi
"Lervangen 41, 1. TH8930 Randers NØ",s NØ,675.000,07-03-2017,Alm. Salg,11.440,3,Lejlighed,59,1953,8 %,Aktuel værdi
Mejlgårdsvej 78930 Randers NØ,s NØ,875.000,07-03-2017,Alm. Salg,10.057,3,Villa,87,1958,-10 %,Aktuel værdi
Vangvejen 298930 Randers NØ,s NØ,800.000,01-03-2017,Alm. Salg,10.810,3,Rækkehus,74,1991,,Aktuel værdi
Udbyhøjvej 858930 Randers NØ,s NØ,3.400.000,28-02-2017,Alm. Salg,17.708,12,Industri o.l.,192,1912,,Aktuel værdi
Tjærbyvej 1208930 Randers NØ,s NØ,1.050.000,28-02-2017,Alm. Salg,9.292,4,Villa,113,1927,-4 %,Aktuel værdi
